group_key,priority,group_size,jp_type,rep_section,rep_index,rep_id_hex,rep_slot,ja,ja_tpl,ja_clean,locks,kr_tpl
什麼身分嗎？,71,1,kanji_term,7,47,A1508C40,text3,\x98\xAF什麼身分嗎？,{{L000}}{{L001}}什麼身分嗎？,什麼身分嗎？,"[""\\x98"", ""\\xAF""]",{{L000}}{{L001}}什麼身分嗎？
了，奧修特爾,71,1,kanji_term,7,132,1AA18BD6,text3,\x97了，奧修特爾<onpu>,{{L000}}了，奧修特爾{{L001}},了，奧修特爾,"[""\\x97"", ""<onpu>""]",{{L000}}了，奧修特爾{{L001}}
ぬ,71,1,normal,7,166,B4A2AB9B,text4,ぬ,ぬ,ぬ,[],ぬ
ギ,71,1,normal,8,133,5994411F,text4,\x82\xA6ギ,{{L000}}{{L001}}ギ,ギ,"[""\\x82"", ""\\xA6""]",{{L000}}{{L001}}ギ
無比的蟲子。,71,1,kanji_term,9,29,E7D7ED90,text3,無比的蟲子。,無比的蟲子。,無比的蟲子。,[],無比的蟲子。
凶暴的生物。,71,1,kanji_term,9,45,1F969ABC,text3,\x95\xB6凶暴的生物。,{{L000}}{{L001}}凶暴的生物。,凶暴的生物。,"[""\\x95"", ""\\xB6""]",{{L000}}{{L001}}凶暴的生物。
……喀……咳,71,1,kanji_term,9,261,8481A715,text3,\x96\x80……喀……咳#@－－#,{{L000}}{{L001}}……喀……咳{{L002}},……喀……咳,"[""\\x96"", ""\\x80"", ""#@－－#""]",{{L000}}{{L001}}……喀……咳{{L002}}
個討厭鬼……,71,1,kanji_term,9,417,93EC234B,text3,\x80\x99個討厭鬼……,{{L000}}{{L001}}個討厭鬼……,個討厭鬼……,"[""\\x80"", ""\\x99""]",{{L000}}{{L001}}個討厭鬼……
ャ,71,1,normal,10,29,33C2AE25,text4,\xAEャ#@－－#,{{L000}}ャ{{L001}},ャ,"[""\\xAE"", ""#@－－#""]",{{L000}}ャ{{L001}}
的巢穴裡呢。,71,1,kanji_term,10,146,076A0D06,text3,\x91的巢穴裡呢。,{{L000}}的巢穴裡呢。,的巢穴裡呢。,"[""\\x91""]",{{L000}}的巢穴裡呢。
弄一下他們。,71,1,kanji_term,10,149,EF6392B4,text3,\xA9弄一下他們。,{{L000}}弄一下他們。,弄一下他們。,"[""\\xA9""]",{{L000}}弄一下他們。
我國土地嗎？,71,1,kanji_term,12,4,CA306CD9,text3,\xA3\x84我國土地嗎？,{{L000}}{{L001}}我國土地嗎？,我國土地嗎？,"[""\\xA3"", ""\\x84""]",{{L000}}{{L001}}我國土地嗎？
，跟著走！！,71,1,kanji_term,12,12,E4F33A02,text3,\x86，跟著<皇:奧羅>走！！,{{L000}}，跟著{{L001}}走！！,，跟著走！！,"[""\\x86"", ""<皇:奧羅>""]",{{L000}}，跟著{{L001}}走！！
愛將來了啊。,71,1,kanji_term,12,26,A884751B,text3,\x9A\x84愛將來了啊。,{{L000}}{{L001}}愛將來了啊。,愛將來了啊。,"[""\\x9A"", ""\\x84""]",{{L000}}{{L001}}愛將來了啊。
沙的威名吧。,71,1,kanji_term,12,45,9AB21799,text3,沙的威名吧。,沙的威名吧。,沙的威名吧。,[],沙的威名吧。
處噴濺而出。,71,1,kanji_term,12,97,AAC2CB42,text3,\x8F\xA3處噴濺而出。,{{L000}}{{L001}}處噴濺而出。,處噴濺而出。,"[""\\x8F"", ""\\xA3""]",{{L000}}{{L001}}處噴濺而出。
始分裂了……,71,1,kanji_term,13,131,7F7CF9A8,text3,始分裂了……,始分裂了……,始分裂了……,[],始分裂了……
說的來做吧。,71,1,kanji_term,14,3,1BCBD2E8,text3,\xBB\x96說的來做吧。,{{L000}}{{L001}}說的來做吧。,說的來做吧。,"[""\\xBB"", ""\\x96""]",{{L000}}{{L001}}說的來做吧。
落花流水……,71,1,kanji_term,14,42,82FEB0EA,text3,落花流水……,落花流水……,落花流水……,[],落花流水……
還沒有行動。,71,1,kanji_term,14,54,094AB7DA,text3,\xBA\xBA還沒有行動。,{{L000}}{{L001}}還沒有行動。,還沒有行動。,"[""\\xBA"", ""\\xBA""]",{{L000}}{{L001}}還沒有行動。
…嘻嘻嘻……,71,1,kanji_term,14,137,E6DDB641,text3,\x80\xA6…嘻嘻嘻……,{{L000}}{{L001}}…嘻嘻嘻……,…嘻嘻嘻……,"[""\\x80"", ""\\xA6""]",{{L000}}{{L001}}…嘻嘻嘻……
劍影的交鋒。,71,1,kanji_term,15,50,0C430623,text3,\x85\x89劍影的交鋒。,{{L000}}{{L001}}劍影的交鋒。,劍影的交鋒。,"[""\\x85"", ""\\x89""]",{{L000}}{{L001}}劍影的交鋒。
個名字是……,71,1,kanji_term,15,79,20FDC99C,text3,\x82\xA3個名字是……,{{L000}}{{L001}}個名字是……,個名字是……,"[""\\x82"", ""\\xA3""]",{{L000}}{{L001}}個名字是……
ん,71,1,normal,15,89,51CA1D97,text4,\x9Bん,{{L000}}ん,ん,"[""\\x9B""]",{{L000}}ん
釋放殺氣……,71,1,kanji_term,16,55,2C02E88E,text3,\x9C\xB0釋放殺氣……,{{L000}}{{L001}}釋放殺氣……,釋放殺氣……,"[""\\x9C"", ""\\xB0""]",{{L000}}{{L001}}釋放殺氣……
要襲擊我們？,71,1,kanji_term,16,61,6A0183F6,text3,\x84要襲擊我們？,{{L000}}要襲擊我們？,要襲擊我們？,"[""\\x84""]",{{L000}}要襲擊我們？
ら,71,1,normal,18,5,20293764,text4,\x81\x8Bら,{{L000}}{{L001}}ら,ら,"[""\\x81"", ""\\x8B""]",{{L000}}{{L001}}ら
エ,71,1,normal,18,180,1CC5ACF3,text4,\x83\x9Eエ#@－－#,{{L000}}{{L001}}エ{{L002}},エ,"[""\\x83"", ""\\x9E"", ""#@－－#""]",{{L000}}{{L001}}エ{{L002}}
會輸……？」,71,1,kanji_term,18,189,6D02394E,text3,\xBE會輸……？」,{{L000}}會輸……？」,會輸……？」,"[""\\xBE""]",{{L000}}會輸……？」
快點包紮……,71,1,kanji_term,18,230,0894EE97,text3,\xBE\x97快點包紮……,{{L000}}{{L001}}快點包紮……,快點包紮……,"[""\\xBE"", ""\\x97""]",{{L000}}{{L001}}快點包紮……
了……嗎？,70,4,kanji_term,17,101,514C6141,text1,\x88\xB0了……嗎？,{{L000}}{{L001}}了……嗎？,了……嗎？,"[""\\x88"", ""\\xB0""]",{{L000}}{{L001}}了……嗎？
ぉぉぉぉぉぉぉッ！！,70,2,normal,0,28,D010C062,text1,\x81\x89ぉぉぉぉぉぉぉッ！！,{{L000}}{{L001}}ぉぉぉぉぉぉぉッ！！,ぉぉぉぉぉぉぉッ！！,"[""\\x81"", ""\\x89""]",{{L000}}{{L001}}ぉぉぉぉぉぉぉッ！！
今はこっちに集中だ。,70,2,normal,0,29,F54272EB,text1,\x81今はこっちに集中だ。,{{L000}}今はこっちに集中だ。,今はこっちに集中だ。,"[""\\x81""]",{{L000}}今はこっちに集中だ。
みつつ男達が応える。,70,2,normal,0,33,4B818274,text1,\x90\xABみつつ男達が応える。,{{L000}}{{L001}}みつつ男達が応える。,みつつ男達が応える。,"[""\\x90"", ""\\xAB""]",{{L000}}{{L001}}みつつ男達が応える。
めねばならなかった。,70,2,normal,0,154,F9AF9EEB,text1,\xAD\xA2めねばならなかった。,{{L000}}{{L001}}めねばならなかった。,めねばならなかった。,"[""\\xAD"", ""\\xA2""]",{{L000}}{{L001}}めねばならなかった。
ルルティエ、下がれ！,70,2,normal,2,62,B161B8DE,text1,#@－－#ルルティエ、下がれ！,{{L000}}ルルティエ、下がれ！,ルルティエ、下がれ！,"[""#@－－#""]",{{L000}}ルルティエ、下がれ！
させるものであった。,70,2,normal,2,74,56D0415E,text1,\x81\x98させるものであった。,{{L000}}{{L001}}させるものであった。,させるものであった。,"[""\\x81"", ""\\x98""]",{{L000}}{{L001}}させるものであった。
歩く家が多いのです。,70,2,normal,3,44,A1AC8232,text1,歩く家が多いのです。,歩く家が多いのです。,歩く家が多いのです。,[],歩く家が多いのです。
のように呆けていた。,70,2,normal,3,97,7596BD4D,text1,\x81\x8Bのように呆けていた。,{{L000}}{{L001}}のように呆けていた。,のように呆けていた。,"[""\\x81"", ""\\x8B""]",{{L000}}{{L001}}のように呆けていた。
きとは、物好きだね。,70,2,normal,3,154,C0BA436B,text1,きとは、物好きだね。,きとは、物好きだね。,きとは、物好きだね。,[],きとは、物好きだね。
るくて礼儀正しくて。,70,2,normal,3,163,110F88A4,text1,\x98\x8Eるくて礼儀正しくて。,{{L000}}{{L001}}るくて礼儀正しくて。,るくて礼儀正しくて。,"[""\\x98"", ""\\x8E""]",{{L000}}{{L001}}るくて礼儀正しくて。
をプニプニとつつく。,70,2,normal,3,167,6D4FE63B,text1,をプニプニとつつく。,をプニプニとつつく。,をプニプニとつつく。,[],をプニプニとつつく。
ってるんじゃないか？,70,2,normal,4,64,E8C81EF1,text1,\x81\xAAってるんじゃないか？,{{L000}}{{L001}}ってるんじゃないか？,ってるんじゃないか？,"[""\\x81"", ""\\xAA""]",{{L000}}{{L001}}ってるんじゃないか？
いこう>のウォシス。,70,2,normal,5,60,86CDA6CB,text1,いこう>のウォシス。,いこう>のウォシス。,いこう>のウォシス。,[],いこう>のウォシス。
ことに美味なこと……,70,2,normal,6,265,7E62FA9B,text1,ことに美味なこと……,ことに美味なこと……,ことに美味なこと……,[],ことに美味なこと……
なく、他にも何人か。,70,2,normal,7,9,18D70958,text1,\x82\x83なく、他にも何人か。,{{L000}}{{L001}}なく、他にも何人か。,なく、他にも何人か。,"[""\\x82"", ""\\x83""]",{{L000}}{{L001}}なく、他にも何人か。
が結構いい男らしいぇ,70,2,normal,7,52,8841A557,text1,\xABが結構いい男らしいぇ,{{L000}}が結構いい男らしいぇ,が結構いい男らしいぇ,"[""\\xAB""]",{{L000}}が結構いい男らしいぇ
かもしれねえじゃん。,70,2,normal,8,83,BEDAD682,text1,\x82かもしれねえじゃん。,{{L000}}かもしれねえじゃん。,かもしれねえじゃん。,"[""\\x82""]",{{L000}}かもしれねえじゃん。
し探る必要があるか。,70,2,normal,9,49,8407D8AA,text1,し探る必要があるか。,し探る必要があるか。,し探る必要があるか。,[],し探る必要があるか。
殺気だってやがるぜ。,70,2,normal,9,65,320FB8D9,text1,\xA6殺気だってやがるぜ。,{{L000}}殺気だってやがるぜ。,殺気だってやがるぜ。,"[""\\xA6""]",{{L000}}殺気だってやがるぜ。
ってないか調べっか。,70,2,normal,9,67,88098B95,text1,\x81\xB0ってないか調べっか。,{{L000}}{{L001}}ってないか調べっか。,ってないか調べっか。,"[""\\x81"", ""\\xB0""]",{{L000}}{{L001}}ってないか調べっか。
出て知らせ……ひっ。,70,2,normal,9,74,2992A8F3,text1,出て知らせ……ひっ。,出て知らせ……ひっ。,出て知らせ……ひっ。,[],出て知らせ……ひっ。
われてるじゃねぇか！,70,2,normal,9,136,C5738C22,text1,\x9Fわれてるじゃねぇか！,{{L000}}われてるじゃねぇか！,われてるじゃねぇか！,"[""\\x9F""]",{{L000}}われてるじゃねぇか！
ゃあが盗んだにゃも！,70,2,normal,9,200,149CF056,text1,\xBFゃあが盗んだにゃも！,{{L000}}ゃあが盗んだにゃも！,ゃあが盗んだにゃも！,"[""\\xBF""]",{{L000}}ゃあが盗んだにゃも！
ちに気づいてないし。,70,2,normal,9,202,C2C5134B,text1,\xA3ちに気づいてないし。,{{L000}}ちに気づいてないし。,ちに気づいてないし。,"[""\\xA3""]",{{L000}}ちに気づいてないし。
！ なんたる卑劣！！,70,2,normal,9,207,7E5B0095,text1,\xB0！　なんたる卑劣！！,{{L000}}！　なんたる卑劣！！,！　なんたる卑劣！！,"[""\\xB0""]",{{L000}}！　なんたる卑劣！！
はもう残ってねぇぞ。,70,2,normal,9,213,AFEECB5A,text1,\x9Fはもう残ってねぇぞ。,{{L000}}はもう残ってねぇぞ。,はもう残ってねぇぞ。,"[""\\x9F""]",{{L000}}はもう残ってねぇぞ。
してくれるハズが……,70,2,normal,9,228,2D35283D,text1,\x80\x83してくれるハズが……,{{L000}}{{L001}}してくれるハズが……,してくれるハズが……,"[""\\x80"", ""\\x83""]",{{L000}}{{L001}}してくれるハズが……
だったのかなってな。,70,2,normal,9,270,70A32EBE,text1,\x8Fだったのかなってな。,{{L000}}だったのかなってな。,だったのかなってな。,"[""\\x8F""]",{{L000}}だったのかなってな。
のはホントらしいな。,70,2,normal,9,328,935E85F7,text1,\x81\xA6のはホントらしいな。,{{L000}}{{L001}}のはホントらしいな。,のはホントらしいな。,"[""\\x81"", ""\\xA6""]",{{L000}}{{L001}}のはホントらしいな。
の連携も考えてくれ。,70,2,normal,10,4,B0F03FB9,text1,\x81\xA8の連携も考えてくれ。,{{L000}}{{L001}}の連携も考えてくれ。,の連携も考えてくれ。,"[""\\x81"", ""\\xA8""]",{{L000}}{{L001}}の連携も考えてくれ。
みつぶしてくれるわ！,70,2,normal,11,12,9E3B2B0A,text1,みつぶしてくれるわ！,みつぶしてくれるわ！,みつぶしてくれるわ！,[],みつぶしてくれるわ！
と床に落ちていった。,70,2,normal,12,2,9C6ACB5F,text1,と床に落ちていった。,と床に落ちていった。,と床に落ちていった。,[],と床に落ちていった。
喊:とっかん>する。,70,2,normal,12,56,752CF4E5,text1,喊:とっかん>する。,喊:とっかん>する。,喊:とっかん>する。,[],喊:とっかん>する。
もう一度出来るか！？,70,2,normal,13,27,3A6C6FE5,text1,\x81もう一度出来るか！？,{{L000}}もう一度出来るか！？,もう一度出来るか！？,"[""\\x81""]",{{L000}}もう一度出来るか！？
まで巻き込まれるかな,70,2,normal,13,32,506E6FCB,text1,\x81\xA1まで巻き込まれるかな,{{L000}}{{L001}}まで巻き込まれるかな,まで巻き込まれるかな,"[""\\x81"", ""\\xA1""]",{{L000}}{{L001}}まで巻き込まれるかな
い違いって、何がだ？,70,2,normal,14,22,BE1A60A5,text1,\x80\x9Dい違いって、何がだ？,{{L000}}{{L001}}い違いって、何がだ？,い違いって、何がだ？,"[""\\x80"", ""\\x9D""]",{{L000}}{{L001}}い違いって、何がだ？
生に託してもらいたい,70,2,normal,15,36,B53ADB5E,text1,生に託してもらいたい,生に託してもらいたい,生に託してもらいたい,[],生に託してもらいたい
っとと港へ向かうぞ！,70,2,normal,16,100,86D6E382,text1,っとと港へ向かうぞ！,っとと港へ向かうぞ！,っとと港へ向かうぞ！,[],っとと港へ向かうぞ！
時ヲ待っテいたカ！！,70,2,normal,17,89,AC1EEFFC,text1,\x8E時ヲ待っテいたカ！！,{{L000}}時ヲ待っテいたカ！！,時ヲ待っテいたカ！！,"[""\\x8E""]",{{L000}}時ヲ待っテいたカ！！
わってはおらぬぞ……,70,2,normal,17,115,7E92C2D6,text1,\x82わってはおらぬぞ……,{{L000}}わってはおらぬぞ……,わってはおらぬぞ……,"[""\\x82""]",{{L000}}わってはおらぬぞ……
て心配させちゃった？,70,2,normal,17,156,798FC667,text1,て心配させちゃった？,て心配させちゃった？,て心配させちゃった？,[],て心配させちゃった？
大事ではありませんか,70,2,normal,17,199,C3301F90,text1,\xB8\x80大事ではありませんか,{{L000}}{{L001}}大事ではありませんか,大事ではありませんか,"[""\\xB8"", ""\\x80""]",{{L000}}{{L001}}大事ではありませんか
きめん>だったんだが,70,2,normal,17,229,8288F683,text1,\x81\xA6きめん>だったんだが,{{L000}}{{L001}}きめん>だったんだが,きめん>だったんだが,"[""\\x81"", ""\\xA6""]",{{L000}}{{L001}}きめん>だったんだが
そうそういないはずだ,70,2,normal,17,236,CC778E4E,text1,\x81\xAFそうそういないはずだ,{{L000}}{{L001}}そうそういないはずだ,そうそういないはずだ,"[""\\x81"", ""\\xAF""]",{{L000}}{{L001}}そうそういないはずだ
ンナカムイへ向かう。,70,2,normal,17,410,3D2F54D9,text1,\x82\xA8ンナカムイへ向かう。,{{L000}}{{L001}}ンナカムイへ向かう。,ンナカムイへ向かう。,"[""\\x82"", ""\\xA8""]",{{L000}}{{L001}}ンナカムイへ向かう。
リヌ足リヌ足リヌ！！,70,2,normal,18,148,20C0F712,text1,\xB3リヌ足リヌ足リヌ！！,{{L000}}リヌ足リヌ足リヌ！！,リヌ足リヌ足リヌ！！,"[""\\xB3""]",{{L000}}リヌ足リヌ足リヌ！！
て、コイツだけでも！,70,2,normal,18,177,25AB88C4,text1,\x81て、コイツだけでも#@－－#！,{{L000}}て、コイツだけでも{{L001}}！,て、コイツだけでも！,"[""\\x81"", ""#@－－#""]",{{L000}}て、コイツだけでも{{L001}}！
…無くなってんだ……,70,2,normal,18,243,025E27BA,text1,\x80\xA6…無くなってんだ……,{{L000}}{{L001}}…無くなってんだ……,…無くなってんだ……,"[""\\x80"", ""\\xA6""]",{{L000}}{{L001}}…無くなってんだ……
克大人……,70,1,kanji_term,1,13,468420FB,text3,克大人……,克大人……,克大人……,[],克大人……
嗯嗯嗯嗯？,70,1,kanji_term,2,31,AE7897AB,text3,嗯嗯嗯嗯？,嗯嗯嗯嗯？,嗯嗯嗯嗯？,[],嗯嗯嗯嗯？
名帶刺呢。,70,1,kanji_term,3,82,69C29A89,text3,名帶刺呢。,名帶刺呢。,名帶刺呢。,[],名帶刺呢。
…隊長吧。,70,1,kanji_term,3,122,3AD72B8A,text3,…隊長吧。,…隊長吧。,…隊長吧。,[],…隊長吧。
然還真是。,70,1,kanji_term,4,60,0F79E771,text3,\x9F然還真是。,{{L000}}然還真是。,然還真是。,"[""\\x9F""]",{{L000}}然還真是。
也太超過。,70,1,kanji_term,4,63,A386ADAF,text3,\x80\xA6也太超過。,{{L000}}{{L001}}也太超過。,也太超過。,"[""\\x80"", ""\\xA6""]",{{L000}}{{L001}}也太超過。
恩鳥呀……,70,1,kanji_term,5,12,B6565DFD,text3,恩鳥呀……,恩鳥呀……,恩鳥呀……,[],恩鳥呀……
轉移視線。,70,1,kanji_term,5,34,3783BA7E,text3,\x9B轉移視線。,{{L000}}轉移視線。,轉移視線。,"[""\\x9B""]",{{L000}}轉移視線。
啊，好的。,70,1,kanji_term,6,74,29976F75,text3,啊，好的。,啊，好的。,啊，好的。,[],啊，好的。
待在這裡。,70,1,kanji_term,6,99,7FAFEAB6,text3,待在這裡。,待在這裡。,待在這裡。,[],待在這裡。
不一樣吧。,70,1,kanji_term,6,249,6F402882,text3,\x84不一樣吧。,{{L000}}不一樣吧。,不一樣吧。,"[""\\x84""]",{{L000}}不一樣吧。
上的男人。,70,1,kanji_term,7,6,448AECEF,text3,\x8B上的男人。,{{L000}}上的男人。,上的男人。,"[""\\x8B""]",{{L000}}上的男人。
計畫內……,70,1,kanji_term,7,13,5D55CB88,text3,\x81計畫內……,{{L000}}計畫內……,計畫內……,"[""\\x81""]",{{L000}}計畫內……
修特爾……,70,1,kanji_term,7,82,A7DF4A92,text3,修特爾……,修特爾……,修特爾……,[],修特爾……
了幾隻呀。,70,1,kanji_term,9,67,88098B95,text3,了幾隻呀。,了幾隻呀。,了幾隻呀。,[],了幾隻呀。
開始行動。,70,1,kanji_term,9,87,95FE51C3,text3,\x89\x8D開始行動。,{{L000}}{{L001}}開始行動。,開始行動。,"[""\\x89"", ""\\x8D""]",{{L000}}{{L001}}開始行動。
全被騙了。,70,1,kanji_term,9,111,A5EE34DA,text3,\xAE\x8C全被騙了。,{{L000}}{{L001}}全被騙了。,全被騙了。,"[""\\xAE"", ""\\x8C""]",{{L000}}{{L001}}全被騙了。
點寒酸啦。,70,1,kanji_term,9,317,DB27EF6F,text3,\x9C\x89點寒酸啦。,{{L000}}{{L001}}點寒酸啦。,點寒酸啦。,"[""\\x9C"", ""\\x89""]",{{L000}}{{L001}}點寒酸啦。
龍去脈嗎？,70,1,kanji_term,10,102,A73349B2,text3,\xBE\x86龍去脈嗎？,{{L000}}{{L001}}龍去脈嗎？,龍去脈嗎？,"[""\\xBE"", ""\\x86""]",{{L000}}{{L001}}龍去脈嗎？
路擋死了！,70,1,kanji_term,11,35,5969AB90,text3,路擋死了！,路擋死了！,路擋死了！,[],路擋死了！
追上我們。,70,1,kanji_term,12,15,626748AC,text3,\xAD追上我們。,{{L000}}追上我們。,追上我們。,"[""\\xAD""]",{{L000}}追上我們。
力量取勝！,70,1,kanji_term,12,70,D93A1FE2,text3,\xBA\xAB力量取勝！,{{L000}}{{L001}}力量取勝！,力量取勝！,"[""\\xBA"", ""\\xAB""]",{{L000}}{{L001}}力量取勝！
回歸寂靜。,70,1,kanji_term,12,96,E5835D85,text3,回歸寂靜。,回歸寂靜。,回歸寂靜。,[],回歸寂靜。
二、一……,70,1,kanji_term,13,14,EA3BA6E1,text3,二、一……,二、一……,二、一……,[],二、一……
很危險的。,70,1,kanji_term,13,130,60E1DABC,text3,\xBF\x91很危險的。,{{L000}}{{L001}}很危險的。,很危險的。,"[""\\xBF"", ""\\x91""]",{{L000}}{{L001}}很危險的。
不要亂來。,70,1,kanji_term,14,7,B77E9DE4,text3,\xA6\xB3不要亂來。,{{L000}}{{L001}}不要亂來。,不要亂來。,"[""\\xA6"", ""\\xB3""]",{{L000}}{{L001}}不要亂來。
有些棘手。,70,1,kanji_term,14,74,74EC77B8,text3,有些棘手。,有些棘手。,有些棘手。,[],有些棘手。
有打中……,70,1,kanji_term,15,6,2FEDF2FB,text3,有打中……,有打中……,有打中……,[],有打中……
軍，準備！,70,1,kanji_term,15,40,A6C406CD,text3,軍，準備#@－－#！,軍，準備{{L000}}！,軍，準備！,"[""#@－－#""]",軍，準備{{L000}}！
發出聲音。,70,1,kanji_term,15,44,31A54F81,text3,發出聲音。,發出聲音。,發出聲音。,[],發出聲音。
傲自滿……,70,1,kanji_term,15,53,AA67E80D,text3,\xA9\x95傲自滿……,{{L000}}{{L001}}傲自滿……,傲自滿……,"[""\\xA9"", ""\\x95""]",{{L000}}{{L001}}傲自滿……
了一道啊。,70,1,kanji_term,15,85,FF00F91A,text3,\x93\xBA了一道啊。,{{L000}}{{L001}}了一道啊。,了一道啊。,"[""\\x93"", ""\\xBA""]",{{L000}}{{L001}}了一道啊。
些傢伙……,70,1,kanji_term,16,43,6316460F,text3,\x80\x99些傢伙……,{{L000}}{{L001}}些傢伙……,些傢伙……,"[""\\x80"", ""\\x99""]",{{L000}}{{L001}}些傢伙……
般的對手。,70,1,kanji_term,16,52,FF6B2CCB,text3,\x80般的對手。,{{L000}}般的對手。,般的對手。,"[""\\x80""]",{{L000}}般的對手。
打倒了……,70,1,kanji_term,16,68,F190C1E0,text3,打倒了……,打倒了……,打倒了……,[],打倒了……
奧修特爾。,70,1,kanji_term,17,5,DAA2D1CA,text3,奧修特爾。,奧修特爾。,奧修特爾。,[],奧修特爾。
>之力吧。,70,1,kanji_term,17,71,4D0388C1,text3,\xA1>之力吧。,{{L000}}>之力吧。,>之力吧。,"[""\\xA1""]",{{L000}}>之力吧。
根源之路！,70,1,kanji_term,18,99,8961EB81,text3,根源之路！,根源之路！,根源之路！,[],根源之路！
做什麼……,70,1,kanji_term,18,168,D9BEA30E,text3,\x80\xA6做什麼……,{{L000}}{{L001}}做什麼……,做什麼……,"[""\\x80"", ""\\xA6""]",{{L000}}{{L001}}做什麼……
……大人？,70,1,kanji_term,18,223,64C7788C,text3,\xB7……大人？,{{L000}}……大人？,……大人？,"[""\\xB7""]",{{L000}}……大人？
なことより、呪法？,69,2,normal,0,18,E1F8DAFF,text1,\x82\x93なことより、呪法？,{{L000}}{{L001}}なことより、呪法？,なことより、呪法？,"[""\\x82"", ""\\x93""]",{{L000}}{{L001}}なことより、呪法？
トでおじゃるよ……,69,2,normal,0,25,8B3F2A3C,text1,トでおじゃるよ……,トでおじゃるよ……,トでおじゃるよ……,[],トでおじゃるよ……
がみついてんだ！！,69,2,normal,0,126,F5D2CBF1,text1,\x97がみついてんだ！！,{{L000}}がみついてんだ！！,がみついてんだ！！,"[""\\x97""]",{{L000}}がみついてんだ！！
したらいいかな……,69,2,normal,0,136,2507D820,text1,\x81\x86したらいいかな……,{{L000}}{{L001}}したらいいかな……,したらいいかな……,"[""\\x81"", ""\\x86""]",{{L000}}{{L001}}したらいいかな……
ておきたかったけど,69,2,normal,0,138,59FF887E,text1,\x81\x97ておきたかったけど,{{L000}}{{L001}}ておきたかったけど,ておきたかったけど,"[""\\x81"", ""\\x97""]",{{L000}}{{L001}}ておきたかったけど
を通り過ぎていく。,69,2,normal,3,35,37B5E8EF,text1,\x89\x8Dを通り過ぎていく。,{{L000}}{{L001}}を通り過ぎていく。,を通り過ぎていく。,"[""\\x89"", ""\\x8D""]",{{L000}}{{L001}}を通り過ぎていく。
好の機会だからね。,69,2,normal,3,48,D35E6511,text1,\xB5\xB6好の機会だからね。,{{L000}}{{L001}}好の機会だからね。,好の機会だからね。,"[""\\xB5"", ""\\xB6""]",{{L000}}{{L001}}好の機会だからね。
聡明な方なのです。,69,2,normal,3,89,93375D4F,text1,聡明な方なのです。,聡明な方なのです。,聡明な方なのです。,[],聡明な方なのです。
いろと学ぶために？,69,2,normal,3,132,751A24D2,text1,\x8Dいろと学ぶために？,{{L000}}いろと学ぶために？,いろと学ぶために？,"[""\\x8D""]",{{L000}}いろと学ぶために？
必要があるですか？,69,2,normal,3,189,220E70FC,text1,必要があるですか？,必要があるですか？,必要があるですか？,[],必要があるですか？
コイイおにーさん。,69,2,normal,3,220,6289FE9D,text1,\x83コイイおにーさん。,{{L000}}コイイおにーさん。,コイイおにーさん。,"[""\\x83""]",{{L000}}コイイおにーさん。
われたからやけど。,69,2,normal,4,51,58585E10,text1,\x80われたからやけど。,{{L000}}われたからやけど。,われたからやけど。,"[""\\x80""]",{{L000}}われたからやけど。
かけて来やがった！,69,2,normal,5,5,986130AF,text1,\x84かけて来やがった！,{{L000}}かけて来やがった！,かけて来やがった！,"[""\\x84""]",{{L000}}かけて来やがった！
こがホロロン鳥だ！,69,2,normal,5,19,EBD3F4C2,text1,\x81\xA9こがホロロン鳥だ！,{{L000}}{{L001}}こがホロロン鳥だ！,こがホロロン鳥だ！,"[""\\x81"", ""\\xA9""]",{{L000}}{{L001}}こがホロロン鳥だ！
すが……それは……,69,2,normal,6,147,BF09891C,text1,\xA7すが……それは……,{{L000}}すが……それは……,すが……それは……,"[""\\xA7""]",{{L000}}すが……それは……
だきたく存じます。,69,2,normal,6,255,52A66120,text1,\x81\x9Fだきたく存じます。,{{L000}}{{L001}}だきたく存じます。,だきたく存じます。,"[""\\x81"", ""\\x9F""]",{{L000}}{{L001}}だきたく存じます。
っ、それは違うな！,69,2,normal,7,0,12D04B69,text1,\x81\xAFっ、それは違うな！,{{L000}}{{L001}}っ、それは違うな！,っ、それは違うな！,"[""\\x81"", ""\\xAF""]",{{L000}}{{L001}}っ、それは違うな！
討ち取って見せよう,69,2,normal,8,6,526CC11B,text1,\xA7討ち取って見せよう,{{L000}}討ち取って見せよう,討ち取って見せよう,"[""\\xA7""]",{{L000}}討ち取って見せよう
を打つ時機だが……,69,2,normal,8,54,07B8C66E,text1,\x8Bを打つ時機だが……,{{L000}}を打つ時機だが……,を打つ時機だが……,"[""\\x8B""]",{{L000}}を打つ時機だが……
？という気はする。,69,2,normal,8,117,19EA80FD,text1,\xA0？という気はする。,{{L000}}？という気はする。,？という気はする。,"[""\\xA0""]",{{L000}}？という気はする。
先に逃げるからな。,69,2,normal,9,17,75F9372A,text1,\xA3先に逃げるからな。,{{L000}}先に逃げるからな。,先に逃げるからな。,"[""\\xA3""]",{{L000}}先に逃げるからな。
詰めるのは難しい。,69,2,normal,9,53,F4293003,text1,\x81\x84詰めるのは難しい。,{{L000}}{{L001}}詰めるのは難しい。,詰めるのは難しい。,"[""\\x81"", ""\\x84""]",{{L000}}{{L001}}詰めるのは難しい。
