group_key,priority,group_size,jp_type,rep_offset,rep_end,ja,ja_tpl,ja_clean,locks,kr_tpl
クオン、止まったらやられるぞ！,55,1,normal,107794,107840,クオン、止まったらやられるぞ！,クオン、止まったらやられるぞ！,クオン、止まったらやられるぞ！,[],"쿠온, 멈추면 당해!"
アトゥイ！ 闇雲に突っ込むな！,55,1,normal,108172,108216,"アトゥイ！
闇雲に突っ込むな！","アトゥイ！
闇雲に突っ込むな！","アトゥイ！
闇雲に突っ込むな！",[],"아투이!
무지성 돌진하지 마!"
さ、さすがはハク殿でおじゃる！,55,1,normal,282204,282250,さ、さすがはハク殿でおじゃる！,さ、さすがはハク殿でおじゃる！,さ、さすがはハク殿でおじゃる！,[],"여, 역시 하쿠님이야!"
う……まぁ、そこそこ頑張るか。,55,1,normal,283279,283325,う……まぁ、そこそこ頑張るか。,う……まぁ、そこそこ頑張るか。,う……まぁ、そこそこ頑張るか。,[],"으… 뭐, 적당히 해 볼까."
いい女は、期待にこたえねばな！,55,1,normal,288515,288561,いい女は、期待にこたえねばな！,いい女は、期待にこたえねばな！,いい女は、期待にこたえねばな！,[],좋은 여자는 기대에 답하지!
鎖の巫の力、とくとご覧下さい。,55,1,normal,289345,289391,鎖の巫の力、とくとご覧下さい。,鎖の巫の力、とくとご覧下さい。,鎖の巫の力、とくとご覧下さい。,[],"사슬무녀의 힘, 보여드리죠."
畏まりました！ 任せて下さい！,55,1,normal,306494,306538,"畏まりました！
任せて下さい！","畏まりました！
任せて下さい！","畏まりました！
任せて下さい！",[],"알겠습니다!
맡겨 주세요!"
このコ、本当にいい子なんです,54,1,normal,44184,44227,このコ、本当にいい子なんです,このコ、本当にいい子なんです,このコ、本当にいい子なんです,[],"이 아이, 착한 아이예요"
この道…… もしかしたら……,54,1,normal,44361,44402,"この道……
もしかしたら……","この道……
もしかしたら……","この道……
もしかしたら……",[],"이 길……
혹시……"
この先、きっとなにかある……,54,1,normal,44520,44563,この先、きっとなにかある……,この先、きっとなにかある……,この先、きっとなにかある……,[],이 앞에 뭔가 있을거야……
だから、なんの話じゃんよ！？,54,1,normal,61845,61888,だから、なんの話じゃんよ！？,だから、なんの話じゃんよ！？,だから、なんの話じゃんよ！？,[],"그래서, 무슨 얘기냐고!?"
ほらぁ！ そっちに行ったぜ！,54,1,normal,68525,68566,"ほらぁ！
そっちに行ったぜ！","ほらぁ！
そっちに行ったぜ！","ほらぁ！
そっちに行ったぜ！",[],자! 저쪽으로 갔다!
う、うわ！ 何故そうなる！？,54,1,normal,68629,68670,"う、うわ！
何故そうなる！？","う、うわ！
何故そうなる！？","う、うわ！
何故そうなる！？",[],"우, 우와!
어째서!?"
馬鹿な…… ありえん……！！,54,1,normal,77043,77084,"馬鹿な……
ありえん……！！","馬鹿な……
ありえん……！！","馬鹿な……
ありえん……！！",[],그런… 말도 안 돼……!!
それにしても、この場所は……,54,1,normal,82531,82574,それにしても、この場所は……,それにしても、この場所は……,それにしても、この場所は……,[],"그런데도, 이곳은……"
いくら何でも、大きすぎる……,54,1,normal,83413,83456,いくら何でも、大きすぎる……,いくら何でも、大きすぎる……,いくら何でも、大きすぎる……,[],아무리 봐도 너무 커……
あぁ、妙に禍々しい連中だ……,54,1,normal,95809,95852,あぁ、妙に禍々しい連中だ……,あぁ、妙に禍々しい連中だ……,あぁ、妙に禍々しい連中だ……,[],"아아, 흉흉한 녀석들……"
悪い夢でも見てるのかな……？,54,1,normal,99134,99177,悪い夢でも見てるのかな……？,悪い夢でも見てるのかな……？,悪い夢でも見てるのかな……？,[],악몽을 꾸고 있는 건가…?
お腹が……お腹が痛いです……,54,1,normal,99243,99286,お腹が……お腹が痛いです……,お腹が……お腹が痛いです……,お腹が……お腹が痛いです……,[],배가…… 배가 아픕니다……
うぅ……気持ち悪いです……！,54,1,normal,99432,99475,うぅ……気持ち悪いです……！,うぅ……気持ち悪いです……！,うぅ……気持ち悪いです……！,[],우으… 속이 안 좋아요…!
それを俺に聞かれてもなぁ……,54,1,normal,101272,101315,それを俺に聞かれてもなぁ……,それを俺に聞かれてもなぁ……,それを俺に聞かれてもなぁ……,[],그걸 나한테 물어봐도……
間違いなく、こいつが最強だ！,54,1,normal,103567,103610,間違いなく、こいつが最強だ！,間違いなく、こいつが最強だ！,間違いなく、こいつが最強だ！,[],"확실해, 녀석이 최강이야!"
……すぐに逃げ出してやるさ。,54,1,normal,103889,103932,……すぐに逃げ出してやるさ。,……すぐに逃げ出してやるさ。,……すぐに逃げ出してやるさ。,[],……금방 도망쳐 주지.
その首、ウチがもらったるぇ！,54,1,normal,104137,104180,その首、ウチがもらったるぇ！,その首、ウチがもらったるぇ！,その首、ウチがもらったるぇ！,[],네 목은 내가 가져갈게!
ソノヨウナ攻撃…… キカヌ！,54,1,normal,107093,107134,"ソノヨウナ攻撃……
キカヌ！","ソノヨウナ攻撃……
キカヌ！","ソノヨウナ攻撃……
キカヌ！",[],"그런 공격 ……
안통해!"
マサカ、オシュトル…… 汝ハ,54,1,normal,111825,111875,"マサカ、オシュトル……
汝ハ#@－－#","マサカ、オシュトル……
汝ハ{{L000}}","マサカ、オシュトル……
汝ハ","[""#@－－#""]","오슈토르……
그대는 {{L000}}"
少しは期待にこたえないとな。,54,1,normal,283391,283434,少しは期待にこたえないとな。,少しは期待にこたえないとな。,少しは期待にこたえないとな。,[],조금은 기대에 부응해야지.
うひひ♪ 一番槍もろうたぇ！,54,1,normal,284876,284917,"うひひ♪
一番槍もろうたぇ！","うひひ♪
一番槍もろうたぇ！","うひひ♪
一番槍もろうたぇ！",[],"히히♪
첫 공은 내거다!"
またウコンのムチャ振りか……,54,1,normal,287354,287397,またウコンのムチャ振りか……,またウコンのムチャ振りか……,またウコンのムチャ振りか……,[],또 우콘이 무모한 짓을……
ここは私たちにお任せ下さい。,54,1,normal,288978,289021,ここは私たちにお任せ下さい。,ここは私たちにお任せ下さい。,ここは私たちにお任せ下さい。,[],여긴 맡겨 주세요.
主様、お怪我はありませんか？,54,1,normal,289917,289960,主様、お怪我はありませんか？,主様、お怪我はありませんか？,主様、お怪我はありませんか？,[],"주인님, 다친곳은 없나요?"
先手必勝。 即時回収します。,54,1,normal,290706,290747,"先手必勝。
即時回収します。","先手必勝。
即時回収します。","先手必勝。
即時回収します。",[],"선수필승.
즉시 회수합니다."
ひぃぃぃ～～～～！！！！！,53,1,normal,48821,48861,ひぃぃぃ～～～～！！！！！,ひぃぃぃ～～～～！！！！！,ひぃぃぃ～～～～！！！！！,[],히이이이~~!!!!!!!
コォォォォォォォォォォッ！,53,1,normal,49220,49260,コォォォォォォォォォォッ！,コォォォォォォォォォォッ！,コォォォォォォォォォォッ！,[],코오오오오오오오오오ッ!
いや、自分に聞かれても……,53,1,normal,49952,49992,いや、自分に聞かれても……,いや、自分に聞かれても……,いや、自分に聞かれても……,[],나한테 물어봤자……
そろそろ年貢の納め時かな？,53,1,normal,50042,50082,そろそろ年貢の納め時かな？,そろそろ年貢の納め時かな？,そろそろ年貢の納め時かな？,[],슬슬 털어놓을 때잖아?
一度、死んでみるかな……？,53,1,normal,51834,51874,一度、死んでみるかな……？,一度、死んでみるかな……？,一度、死んでみるかな……？,[],한번 죽어 볼까……?
分かりました、ハクさま……,53,1,normal,52663,52703,分かりました、ハクさま……,分かりました、ハクさま……,分かりました、ハクさま……,[],"알겠습니다, 하쿠 님……"
まったく、面倒なことだ……,53,1,normal,54573,54613,まったく、面倒なことだ……,まったく、面倒なことだ……,まったく、面倒なことだ……,[],"정말, 귀찮은 일이군……"
相変わらず雑な扱いだな……,53,1,normal,56739,56779,相変わらず雑な扱いだな……,相変わらず雑な扱いだな……,相変わらず雑な扱いだな……,[],여전히 취급이 거칠어……
おうよ！ 頼りにしてるぜ！,53,1,normal,70104,70142,"おうよ！
頼りにしてるぜ！","おうよ！
頼りにしてるぜ！","おうよ！
頼りにしてるぜ！",[],"좋아!
기대하고 있지!"
ぐはっ！ つ、強い……！！,53,1,normal,70733,70771,"ぐはっ！
つ、強い……！！","ぐはっ！
つ、強い……！！","ぐはっ！
つ、強い……！！",[],"큭!
무, 무지 강해…!!"
貴様ら！ ヤマトの者か！？,53,1,normal,71176,71214,"貴様ら！
ヤマトの者か！？","貴様ら！
ヤマトの者か！？","貴様ら！
ヤマトの者か！？",[],"네놈들!
야마토 놈들이냐!"
まぁ、そこで見てなって……,53,1,normal,74750,74790,まぁ、そこで見てなって……,まぁ、そこで見てなって……,まぁ、そこで見てなって……,[],"뭐, 거기서 보고 있어…"
グゥッ！？ ……ハァッ！！,53,1,normal,79305,79343,"グゥッ！？
……ハァッ！！","グゥッ！？
……ハァッ！！","グゥッ！？
……ハァッ！！",[],"그으읏!?
……하앗!!"
旦那、顔色が悪いじゃない？,53,1,normal,80655,80695,旦那、顔色が悪いじゃない？,旦那、顔色が悪いじゃない？,旦那、顔色が悪いじゃない？,[],"나리, 낯빛이 안좋은데?"
そんなこと言ってる状況か？,53,1,normal,82328,82368,そんなこと言ってる状況か？,そんなこと言ってる状況か？,そんなこと言ってる状況か？,[],지금 그럴 상황이냐?
ああっ、分かっている……！,53,1,normal,83041,83081,ああっ、分かっている……！,ああっ、分かっている……！,ああっ、分かっている……！,[],알고 있어……!
これはキリが有りませんね。,53,1,normal,84290,84330,これはキリが有りませんね。,これはキリが有りませんね。,これはキリが有りませんね。,[],이건 끝이 없겠군요.
かなりの手練れの様ですね。,53,1,normal,89070,89110,かなりの手練れの様ですね。,かなりの手練れの様ですね。,かなりの手練れの様ですね。,[],상당한 고수로 보이네요.
こういうの、キライやぇ……,53,1,normal,100637,100677,こういうの、キライやぇ……,こういうの、キライやぇ……,こういうの、キライやぇ……,[],이런 건 싫다구……
大丈夫か！？ ルルティエ！,53,1,normal,104728,104766,"大丈夫か！？
ルルティエ！","大丈夫か！？
ルルティエ！","大丈夫か！？
ルルティエ！",[],"괜찮아!?
루루티에!"
オォォォォォォォォォッ！！,53,1,normal,106920,106960,オォォォォォォォォォッ！！,オォォォォォォォォォッ！！,オォォォォォォォォォッ！！,[],오오오오오오오오오!!
駄目だ、聞こえてない……！,53,1,normal,108273,108313,駄目だ、聞こえてない……！,駄目だ、聞こえてない……！,駄目だ、聞こえてない……！,[],"안 돼, 안 들리나봐…!"
いや、ぜ、全力で戦います！,53,1,normal,279247,279287,いや、ぜ、全力で戦います！,いや、ぜ、全力で戦います！,いや、ぜ、全力で戦います！,[],"아니, 저, 전력으로!"
ココポ、やりすぎないでね？,53,1,normal,280558,280598,ココポ、やりすぎないでね？,ココポ、やりすぎないでね？,ココポ、やりすぎないでね？,[],"코코포, 심하게는 마."
よし、ここは私の出番だな！,53,1,normal,281777,281817,よし、ここは私の出番だな！,よし、ここは私の出番だな！,よし、ここは私の出番だな！,[],"좋아, 이제 내 차례군!"
頼むから静かにしてくれ……,53,1,normal,284762,284802,頼むから静かにしてくれ……,頼むから静かにしてくれ……,頼むから静かにしてくれ……,[],제발 좀 조용히……
それじゃあ、達も行こっか,52,1,normal,44049,44104,それじゃあ、<私:わたくし>達も行こっか,それじゃあ、{{L000}}達も行こっか,それじゃあ、達も行こっか,"[""<私:わたくし>""]","그럼, {{L000}}들도 가자."
本当に……大丈夫なのか？,52,1,normal,44911,44948,本当に……大丈夫なのか？,本当に……大丈夫なのか？,本当に……大丈夫なのか？,[],정말…… 괜찮은 거야?
うぅ……お、お腹がぁ～…,52,1,normal,56304,56341,うぅ……お、お腹がぁ～…,うぅ……お、お腹がぁ～…,うぅ……お、お腹がぁ～…,[],"으으… 배, 배가아~…"
返り討ちにしてやんよ！！,52,1,normal,59240,59277,返り討ちにしてやんよ！！,返り討ちにしてやんよ！！,返り討ちにしてやんよ！！,[],되레 혼쭐내 주겠어!!
うおっ！？ あぶねぇ！！,52,1,normal,67799,67834,"うおっ！？
あぶねぇ！！","うおっ！？
あぶねぇ！！","うおっ！？
あぶねぇ！！",[],"우왓!?
위험했잖아!!"
反応、違いすぎねぇ……？,52,1,normal,72961,72998,反応、違いすぎねぇ……？,反応、違いすぎねぇ……？,反応、違いすぎねぇ……？,[],"반응, 너무 다른데…?"
ハク、気をつけて！ 前！,52,1,normal,82645,82682,ハク、気をつけて！　前！,ハク、気をつけて！　前！,ハク、気をつけて！　前！,[],"하쿠, 조심해! 앞!"
ココポ～、試しにどうぇ？,52,1,normal,84973,85010,ココポ～、試しにどうぇ？,ココポ～、試しにどうぇ？,ココポ～、試しにどうぇ？,[],코코포~ 시험 삼아?
ハクさま、大丈夫ですか？,52,1,normal,86759,86796,ハクさま、大丈夫ですか？,ハクさま、大丈夫ですか？,ハクさま、大丈夫ですか？,[],"하쿠 님, 괜찮으세요?"
なんだかスースーする……,52,1,normal,88201,88238,なんだかスースーする……,なんだかスースーする……,なんだかスースーする……,[],뭔가 서늘해……
クオン！ 急ぎ過ぎだぞ！,52,1,normal,88615,88650,"クオン！
急ぎ過ぎだぞ！","クオン！
急ぎ過ぎだぞ！","クオン！
急ぎ過ぎだぞ！",[],"쿠온!
너무 급해!"
ココポ…… 怯えないで！,52,1,normal,106202,106237,"ココポ……
怯えないで！","ココポ……
怯えないで！","ココポ……
怯えないで！",[],"코코포……
두려워 마!"
我ノ…邪魔ヲ……スルナ！,52,1,normal,106596,106633,我ノ…邪魔ヲ……スルナ！,我ノ…邪魔ヲ……スルナ！,我ノ…邪魔ヲ……スルナ！,[],방해…… 하지 마라!
汝ハ……何故動ケル……！,52,1,normal,111249,111286,汝ハ……何故動ケル……！,汝ハ……何故動ケル……！,汝ハ……何故動ケル……！,[],왜… 움직이는 거냐…!
旦那、やるじゃない……！,52,1,normal,282310,282347,旦那、やるじゃない……！,旦那、やるじゃない……！,旦那、やるじゃない……！,[],"주인장, 제법인데……!"
働きたくないでござる……,52,1,normal,282403,282440,働きたくないでござる……,働きたくないでござる……,働きたくないでござる……,[],일하기 싫사옵니다……
おにーさん、いけずや……,52,1,normal,284516,284553,おにーさん、いけずや……,おにーさん、いけずや……,おにーさん、いけずや……,[],"오빠, 너무 짓궂다……"
ノスリ、ここは頼めるか？,52,1,normal,285189,285226,ノスリ、ここは頼めるか？,ノスリ、ここは頼めるか？,ノスリ、ここは頼めるか？,[],"노스리, 여기 부탁해"
姉さま、気をつけるです！,52,1,normal,286778,286815,姉さま、気をつけるです！,姉さま、気をつけるです！,姉さま、気をつけるです！,[],조심하는 거예요!
姉様、怪我はないですか？,52,1,normal,289478,289515,姉様、怪我はないですか？,姉様、怪我はないですか？,姉様、怪我はないですか？,[],다치신 데는 없나요?
ネコネ、頑張っているか？,52,1,normal,300337,300374,ネコネ、頑張っているか？,ネコネ、頑張っているか？,ネコネ、頑張っているか？,[],"네코네, 잘하고 있지?"
キウル、精進しているか？,52,1,normal,301395,301432,キウル、精進しているか？,キウル、精進しているか？,キウル、精進しているか？,[],"키우루, 정진하고있나?"
大丈夫か、ルルティエ？,51,1,normal,50300,50334,大丈夫か、ルルティエ？,大丈夫か、ルルティエ？,大丈夫か、ルルティエ？,[],"루루티에, 괜찮아?"
それは、そうですが……,51,1,normal,58777,58811,それは、そうですが……,それは、そうですが……,それは、そうですが……,[],"그건, 그렇지만……"
ふふ、それもそうだな！,51,1,normal,60622,60656,ふふ、それもそうだな！,ふふ、それもそうだな！,ふふ、それもそうだな！,[],"후후, 그것도그렇네!"
ナニモ、キコエナイ……,51,1,normal,62278,62312,ナニモ、キコエナイ……,ナニモ、キコエナイ……,ナニモ、キコエナイ……,[],아무것도… 안들려…
ハクさま……大丈夫です,51,1,normal,72151,72185,ハクさま……大丈夫です,ハクさま……大丈夫です,ハクさま……大丈夫です,[],하쿠님…… 괜찮아요.
屋根は足場が悪いな……,51,1,normal,86654,86688,屋根は足場が悪いな……,屋根は足場が悪いな……,屋根は足場が悪いな……,[],지붕은 발판이……
子ども扱いは無用かな！,51,1,normal,90745,90779,子ども扱いは無用かな！,子ども扱いは無用かな！,子ども扱いは無用かな！,[],어린애 취급하지 마!
いや……ぁ……ぁ……！,51,1,normal,99353,99387,いや……ぁ……ぁ……！,いや……ぁ……ぁ……！,いや……ぁ……ぁ……！,[],아니… 아… 아……!
よし、まかせるがいい！,51,1,normal,109711,109745,よし、まかせるがいい！,よし、まかせるがいい！,よし、まかせるがいい！,[],"좋아, 맡기면 된다!"
何故……汝ノ何処ニ……,51,1,normal,111711,111745,何故……汝ノ何処ニ……,何故……汝ノ何処ニ……,何故……汝ノ何処ニ……,[],왜… 너의 어디에……
うひ……うひひひ……,50,1,normal,43987,44039,                     うひ……うひひひ……,                     うひ……うひひひ……,                     うひ……うひひひ……,[],히히… 히히히히…
ま、待って下さい……,50,1,normal,44143,44174,ま、待って下さい……,ま、待って下さい……,ま、待って下さい……,[],"자, 잠깐만요……"
ホロッ！ ホロロッ！,50,1,normal,50571,50602,ホロッ！　ホロロッ！,ホロッ！　ホロロッ！,ホロッ！　ホロロッ！,[],호롯! 호로롯!
ホロロロロロロロッ！,50,1,normal,53514,53545,ホロロロロロロロッ！,ホロロロロロロロッ！,ホロロロロロロロッ！,[],호로로로로로로로!
二人とも、大丈夫か？,50,1,normal,70199,70230,二人とも、大丈夫か？,二人とも、大丈夫か？,二人とも、大丈夫か？,[],둘 다 괜찮아?
え？ は、はい……！,50,1,normal,81003,81032,"え？
は、はい……！","え？
は、はい……！","え？
は、はい……！",[],"어?
네, 네……!"
ハク……大丈夫かな？,50,1,normal,82444,82475,ハク……大丈夫かな？,ハク……大丈夫かな？,ハク……大丈夫かな？,[],하쿠…… 괜찮을까?
あの管を狙ってくれ！,50,1,normal,83752,83783,あの管を狙ってくれ！,あの管を狙ってくれ！,あの管を狙ってくれ！,[],저 관을 노려 줘!
姉上に従いましょう。,50,1,normal,86474,86505,姉上に従いましょう。,姉上に従いましょう。,姉上に従いましょう。,[],언니 말대로 하죠.
それは楽しみやわぁ！,50,1,normal,92230,92261,それは楽しみやわぁ！,それは楽しみやわぁ！,それは楽しみやわぁ！,[],그거 기대되네~!
すごく嫌なニオイ……,50,1,normal,95481,95512,すごく嫌なニオイ……,すごく嫌なニオイ……,すごく嫌なニオイ……,[],기분 나쁜 냄새……
我ハ、絶対無敵ナリ。,50,1,normal,107014,107045,我ハ、絶対無敵ナリ。,我ハ、絶対無敵ナリ。,我ハ、絶対無敵ナリ。,[],"나는, 절대무적."
はっ、はいなのです！,50,1,normal,108512,108543,はっ、はいなのです！,はっ、はいなのです！,はっ、はいなのです！,[],네! 알겠어요!
私は大丈夫なのです。,50,1,normal,280071,280102,私は大丈夫なのです。,私は大丈夫なのです。,私は大丈夫なのです。,[],괜찮은 거예요.
キウル……がんばれ！,50,1,normal,280155,280186,キウル……がんばれ！,キウル……がんばれ！,キウル……がんばれ！,[],키우루…… 힘내!
……滅相もないデス。,50,1,normal,282852,282883,……滅相もないデス。,……滅相もないデス。,……滅相もないデス。,[],……천만에요.
丁重にお断りします。,50,1,normal,291058,291089,丁重にお断りします。,丁重にお断りします。,丁重にお断りします。,[],사양하겠습니다.
嗚嗚……,49,3,kanji_term,97973,97986,嗚嗚……,嗚嗚……,嗚嗚……,[],아아……
同感でおじゃる……,49,1,normal,46483,46511,同感でおじゃる……,同感でおじゃる……,同感でおじゃる……,[],나도 동감이야……
構わん、続けろ……,49,1,normal,63320,63348,構わん、続けろ……,構わん、続けろ……,構わん、続けろ……,[],계속해……
ハク、大丈夫なの？,49,1,normal,80308,80336,ハク、大丈夫なの？,ハク、大丈夫なの？,ハク、大丈夫なの？,[],"하쿠, 괜찮아?"
奴らを凍らせよう！,49,1,normal,83673,83701,奴らを凍らせよう！,奴らを凍らせよう！,奴らを凍らせよう！,[],얼려 버리자!
うぅ……お腹が……,49,1,normal,86572,86600,うぅ……お腹が……,うぅ……お腹が……,うぅ……お腹が……,[],으으…… 배가……
しゃんとするです。,49,1,normal,86860,86888,しゃんとするです。,しゃんとするです。,しゃんとするです。,[],정신 차려요.
沈メ！ ヴライ！！,49,1,normal,110347,110373,"沈メ！
ヴライ！！","沈メ！
ヴライ！！","沈メ！
ヴライ！！",[],"죽어!
브라이!!"
グ……ヌゥゥゥ！！,49,1,normal,111526,111554,グ……ヌゥゥゥ！！,グ……ヌゥゥゥ！！,グ……ヌゥゥゥ！！,[],그… 누우우우!!
主様をお守りする。,49,1,normal,286133,286161,主様をお守りする。,主様をお守りする。,主様をお守りする。,[],주인님을 지킨다.
わー！わー！わー！,49,1,normal,291915,291943,わー！わー！わー！,わー！わー！わー！,わー！わー！わー！,[],와ー! 와ー!
そうなるですね。,48,1,normal,54507,54532,そうなるですね。,そうなるですね。,そうなるですね。,[],그렇겠네요.
言うじゃない……,48,1,normal,73558,73583,言うじゃない……,言うじゃない……,言うじゃない……,[],좀 하는데……
フルフルフル……,48,1,normal,85091,85116,フルフルフル……,フルフルフル……,フルフルフル……,[],부들부들부들……
みんな大丈夫か？,48,1,normal,85152,85177,みんな大丈夫か？,みんな大丈夫か？,みんな大丈夫か？,[],다들 괜찮아?
こ、これは……？,48,1,normal,97415,97440,こ、これは……？,こ、これは……？,こ、これは……？,[],"이, 이건……?"
忌まわしき影……,48,1,normal,99694,99719,忌まわしき影……,忌まわしき影……,忌まわしき影……,[],저주의 그림자…
この程度の力……,48,1,normal,102086,102111,この程度の力……,この程度の力……,この程度の力……,[],이런 힘 따위…
我ガ手モ足モ……,48,1,normal,111640,111665,我ガ手モ足モ……,我ガ手モ足モ……,我ガ手モ足モ……,[],손도 발도……
イヤなんだ……？,48,1,normal,282777,282802,イヤなんだ……？,イヤなんだ……？,イヤなんだ……？,[],싫단 말이야…?
大丈夫、です……,48,1,normal,284014,284039,大丈夫、です……,大丈夫、です……,大丈夫、です……,[],괜찮…아요……
あぁ、すまんな。,48,1,normal,285586,285611,あぁ、すまんな。,あぁ、すまんな。,あぁ、すまんな。,[],미안하군.
うなぁぁぁぁっ！,48,1,normal,288185,288210,うなぁぁぁぁっ！,うなぁぁぁぁっ！,うなぁぁぁぁっ！,[],우나아아아앗!
主様、下がって。,48,1,normal,288912,288937,主様、下がって。,主様、下がって。,主様、下がって。,[],물러나세요.
手加減はしない。,48,1,normal,311248,311273,手加減はしない。,手加減はしない。,手加減はしない。,[],봐주지 않는다.
本気でいきます。,48,1,normal,311320,311345,本気でいきます。,本気でいきます。,本気でいきます。,[],진심으로 간다.
行ってみよう。,47,1,normal,44459,44481,行ってみよう。,行ってみよう。,行ってみよう。,[],가 보자.
ん？ あぁ……,47,1,normal,45500,45522,ん？　あぁ……,ん？　あぁ……,ん？　あぁ……,[],응? 그래…
なっ、なに！？,47,1,normal,55584,55606,なっ、なに！？,なっ、なに！？,なっ、なに！？,[],"뭐, 뭐야!?"
死ぬのは本望。,47,1,normal,70269,70291,死ぬのは本望。,死ぬのは本望。,死ぬのは本望。,[],죽음은 소망
もちろんかな！,47,1,normal,71777,71799,もちろんかな！,もちろんかな！,もちろんかな！,[],물론이지!
やるじゃない。,47,1,normal,74855,74877,やるじゃない。,やるじゃない。,やるじゃない。,[],제법인데.
是非もなし……,47,1,normal,76320,76342,是非もなし……,是非もなし……,是非もなし……,[],어쩔수 없지…
了解しました。,47,1,normal,84668,84690,了解しました。,了解しました。,了解しました。,[],알겠습니다.
うひひひひっ！,47,1,normal,108110,108132,うひひひひっ！,うひひひひっ！,うひひひひっ！,[],히히히히!
ちょ、おまっ！,47,1,normal,279863,279885,ちょ、おまっ！,ちょ、おまっ！,ちょ、おまっ！,[],"야, 너…!"
なにか言った？,47,1,normal,282508,282530,なにか言った？,なにか言った？,なにか言った？,[],뭐라고 했어?
いや、なにも。,47,1,normal,282575,282597,いや、なにも。,いや、なにも。,いや、なにも。,[],아무것도.
じ～～～～……,47,1,normal,282936,282958,じ～～～～……,じ～～～～……,じ～～～～……,[],지이이이……
はいなのです！,47,1,normal,289846,289868,はいなのです！,はいなのです！,はいなのです！,[],알겠는거예요!
コオオォォ！！,47,1,normal,309637,309659,コオオォォ！！,コオオォォ！！,コオオォォ！！,[],코오오오오!!
あ、ああ……,46,1,normal,44114,44133,あ、ああ……,あ、ああ……,あ、ああ……,[],"아, 아아…"
へい、頭！！,46,1,normal,49170,49189,へい、頭！！,へい、頭！！,へい、頭！！,[],어이 머리!
ブチ殺す！！,46,1,normal,52431,52450,ブチ殺す！！,ブチ殺す！！,ブチ殺す！！,[],죽인다!!
クッ……！！,46,1,normal,93700,93719,クッ……！！,クッ……！！,クッ……！！,[],큭……!!
大丈夫かい？,46,1,normal,97992,98011,大丈夫かい？,大丈夫かい？,大丈夫かい？,[],괜찮아?
消えろッ！！,46,1,normal,103109,103128,消えろッ！！,消えろッ！！,消えろッ！！,[],사라져!!
ガッグ……！,46,1,normal,110725,110753,ガッ#@－－#グ……！,ガッ{{L000}}グ……！,ガッグ……！,"[""#@－－#""]",갓{{L000}}그……!
コオオォォ！,46,1,normal,280671,280690,コオオォォ！,コオオォォ！,コオオォォ！,[],코오오ォォ!
はい、姉上。,46,1,normal,287150,287169,はい、姉上。,はい、姉上。,はい、姉上。,[],"네, 언니."
ぬがッ！？,45,1,normal,75776,75792,ぬがッ！？,ぬがッ！？,ぬがッ！？,[],누갓!?
ぐっ……！,45,1,normal,82734,82750,ぐっ……！,ぐっ……！,ぐっ……！,[],큭……!
だけど……,45,1,normal,87552,87568,だけど……,だけど……,だけど……,[],하지만……
コココー。,45,1,normal,89735,89751,コココー。,コココー。,コココー。,[],코코코ー.
ハァッ！！,45,1,normal,93667,93683,ハァッ！！,ハァッ！！,ハァッ！！,[],하앗!!
どうした？,45,1,normal,97468,97484,どうした？,どうした？,どうした？,[],왜 그래?
ううっ……,45,1,normal,97957,97973,ううっ……,ううっ……,ううっ……,[],우우……
嫌な予感。,45,1,normal,98259,98275,嫌な予感。,嫌な予感。,嫌な予感。,[],나쁜예감.
ココー……,45,1,normal,106147,106163,ココー……,ココー……,ココー……,[],코코ー……
足リヌ！！,45,1,normal,110535,110551,足リヌ！！,足リヌ！！,足リヌ！！,[],모자라!!
莫迦ナ……,45,1,normal,111594,111610,莫迦ナ……,莫迦ナ……,莫迦ナ……,[],말도안돼…
可憐だ……,45,1,normal,283800,283816,可憐だ……,可憐だ……,可憐だ……,[],가련하군…
問題ない。,45,1,normal,289305,289321,問題ない。,問題ない。,問題ない。,[],문제없어.
うぅっ……,45,1,normal,291131,291147,うぅっ……,うぅっ……,うぅっ……,[],으읏……
笑止ッ！,44,1,normal,102164,102177,笑止ッ！,笑止ッ！,笑止ッ！,[],우습군!
離れて。,44,1,normal,108570,108583,離れて。,離れて。,離れて。,[],떨어져.
えっ……,44,1,normal,279215,279228,えっ……,えっ……,えっ……,[],어……
あう……,44,1,normal,280125,280138,あう……,あう……,あう……,[],아우……
ピト。,43,1,normal,289891,289901,ピト。,ピト。,ピト。,[],착.
不可能……！ 必須重整態勢才行！！,42,1,kanji_term,76717,76767,"不可能……！
必須重整態勢才行！！","不可能……！
必須重整態勢才行！！","不可能……！
必須重整態勢才行！！",[],"不可能……！
必須重整態勢才行！！"
呵呵呵…… 沒用沒用沒用沒用！！,41,1,kanji_term,308110,308157,"呵呵呵……
沒用沒用沒用沒用！！","呵呵呵……
沒用沒用沒用沒用！！","呵呵呵……
沒用沒用沒用沒用！！",[],"呵呵呵……
沒用沒用沒用沒用！！"
恐悦至極。,40,2,kanji_term,70684,70700,恐悦至極。,恐悦至極。,恐悦至極。,[],恐悦至極。
不勝喜悅。,40,2,kanji_term,70700,70716,不勝喜悅。,不勝喜悅。,不勝喜悅。,[],不勝喜悅。
哈克大人果然很重視麻呂……！,39,1,kanji_term,51203,51246,哈克大人果然很重視麻呂……！,哈克大人果然很重視麻呂……！,哈克大人果然很重視麻呂……！,[],哈克大人果然很重視麻呂……！
