start_offset_hex,start_offset_dec,byte_budget,ref_count,ja,locks,kr
0x82F39,536377,22,0,今のは一体……,[],
0x82F52,536402,19,0,ぅ……あ……,[],
0x82F78,536440,31,0,ウルゥル、サラァナ！,[],
0x82F9A,536474,28,0,ひ、姫殿下は{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x82FB9,536505,73,0,ぐ……無事で……あらせられる。気を失われただけだ,[],
0x83005,536581,28,0,あ、兄さま！,[],
0x83024,536612,85,0,心配要らぬ、それよりも気を抜くな。終わってはおらぬぞ……,[],
0x8307C,536700,13,0,え……？,[],
0x8308C,536716,13,0,愚カ……,[],
0x8309C,536732,16,0,{{LOCK_AT_DASH}}ッ！,"[""{{LOCK_AT_DASH}}""]",
0x830AF,536751,22,0,ま、まさか……,[],
0x830D2,536786,46,0,効いて……ない、だと……ッ！？,[],
0x83103,536835,115,0,ソノヨウナ息ヲスルノモヤットノ身デ、コノ我ヲ封ゼラレルトデモ思ウタカ？,[],
0x83179,536953,22,0,ううぅ…………,[],
0x83192,536978,64,0,くっ……やはり二人に無理をさせすぎていたか,[],
0x831D5,537045,142,0,結局、力の解放を許してしまって、このまま逃げるのも恐らく無理。こいつは絶体絶命ってヤツか……？,[],
0x83266,537190,64,0,どうする……？　こっちにはもう打つ手が……,[],
0x832A9,537257,88,0,いいや、ハク。諦めるのはまだ早い。ヴライの姿をよく見るのだ,[],
0x83304,537348,10,0,なに？,[],
0x83311,537361,70,0,あの姿、彼奴の力はいまだ完全ではない！,[],
0x83364,537444,13,0,ムゥ……,[],
0x83374,537460,73,0,封印は、確実に影響を及ぼしている。これならば……,[],
0x833C0,537536,79,0,シカシ、ソノヨウナ満身創痍デハ、コノ我ヲ……！,[],
0x83412,537618,34,0,ヌゥ……キ、貴様等……,[],
0x83437,537655,64,0,もういい、止めろ！　それ以上やったら{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x8347A,537722,49,0,グオオォ…………無駄ナ足掻キヲ！,[],
0x834BB,537787,16,0,お前等……,[],
0x834CE,537806,19,0,ハク、立って,[],
0x834E4,537828,13,0,クオン？,[],
0x834F4,537844,94,0,ハクが……ハクが迷ってたらあの子達の頑張りが無意味になっちゃう,[],
0x83555,537941,37,0,お前等……まだやれるな？,[],
0x8357D,537981,49,0,こ、これくらいへっちゃらなのです,[],
0x835B1,538033,40,0,ふっ、私を誰だと思っている,[],
0x835DC,538076,64,0,姉上が戦うなら最後までお手伝いしましょうか,[],
0x8361F,538143,70,0,ハ、ハクさまお一人戦わせません……ね？　ココポ,[],
0x83668,538216,37,0,ホロッ！　ホロロロッ！！,[],
0x83690,538256,58,0,今度はしっかりとどめを刺さなあかんねぇ,[],
0x836CD,538317,40,0,覚悟はとうに出来ています！,[],
0x836F8,538360,91,0,聞かれるまでもなくここでやらないなんて選択肢ないんじゃない？,[],
0x83756,538454,25,0,後は……任せたぞ,[],
0x83772,538482,19,0,行こう、ハク,[],
0x83788,538504,13,0,ああっ！,[],
0x83798,538520,58,0,クク……クククク……ナルホドマダ立ツカ,[],
0x837D5,538581,76,0,謝罪シヨウ……汝等ヲ侮ッテイタコトヲ,[],
0x83896,538774,97,0,ソシテ讃エヨウ、汝等ガ我ガ敵トシテ相応シイ勇士デアルコトヲ,[],
0x83995,539029,106,0,武勇ニハ武勇ヲ尽クソウ！　我ガ力ト相マミエル幸運ヲ噛ミ締メルガイイ！！,[],
0x83ABB,539323,25,0,莫迦な……,[],
0x83AD4,539348,16,0,不可能……,[],
0x83AF2,539378,62,0,"この我が……
地に膝をつくだと……？",[],
0x83B77,539511,34,0,この我……が……,[],
0x83BC7,539591,61,0,はぁ、はぁ、はぁ……うひ、うひひひひ……,[],
0x83C07,539655,70,0,アハハハハ{{LOCK_AT_DASH}}、楽しいなぁ……楽しいなぁぁ！,"[""{{LOCK_AT_DASH}}""]",
0x83C50,539728,40,0,ふぅ、ふぅ、ふぅ、ふぅ……,[],
0x83C7B,539771,73,0,こ、これしき…のこと……いい女はうろたえない……,[],
0x83CC7,539847,58,0,豪腕のヴライ……恐るるに……たらず……,[],
0x83D04,539908,85,0,姉上、これで汗を。いろいろとイヤな汗が吹き出ていますので,[],
0x83D5C,539996,70,0,これが……仮面を持つ者って奴かい……,[],
0x83DA5,540069,43,0,あぁ…本当に、ヤバかった……,[],
0x83DD3,540115,61,0,こうしている今も、まだ脚が笑っている……,[],
0x83E13,540179,88,0,これでもしあの仮面の力を全開で使われていたら……,[],
0x83E6E,540270,43,0,ハァ、ハァ、ハァ……ッ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x83E9C,540316,13,0,クオン？,[],
0x83EAC,540332,76,0,だい……じょうぶ、ちょっと立ちくらみがしただけかな,[],
0x83EFB,540411,46,0,さすがに、ちょっと疲れたみたい,[],
0x83F2C,540460,40,0,怪我とかじゃ、ないんだな？,[],
0x83F57,540503,88,0,うん、ホントに大丈夫。あはは、もしかして心配させちゃった？,[],
0x83FB2,540594,55,0,当たり前だ。心配するに決まってるだろ,[],
0x83FEC,540652,40,0,………あ、うん、そうなんだ,[],
0x8402D,540717,22,0,兄さま、これを,[],
0x84046,540742,55,0,姫殿下、お待たせして申し訳ありませぬ,[],
0x84080,540800,55,0,御無事で……本当に…よかったです……,[],
0x840BA,540858,10,0,ぁ……,[],
0x840C7,540871,19,0,……姫殿下？,[],
0x840DD,540893,22,0,あ……ぅ………,[],
0x840F6,540918,16,0,何だ……？,[],
0x84109,540937,46,0,姫……殿下、どうなされました？,[],
0x8413A,540986,55,0,お姫さま、ウチらの声、聞こえてるけ？,[],
0x84174,541044,19,0,あ……ぁ……,[],
0x8418A,541066,34,0,あぅあ…う……うあ……,[],
0x841AF,541103,34,0,……クオン殿、頼めるか,[],
0x841D4,541140,67,0,うん。皇女さま、聞こえてる？　口を開けてみて,[],
0x84224,541220,79,0,強い毒だったんだね。喉が灼け爛れちゃってる,[],
0x84276,541302,49,0,これじゃあ、声なんて出せないかな,[],
0x842AA,541354,16,0,そんな……,[],
0x842BD,541373,52,0,それより問題なのは……心のほうかも,[],
0x842F4,541428,7,0,心？,[],
0x842FE,541438,52,0,心を鈍らせる、特殊な薬を使われてる,[],
0x84335,541493,133,0,痛みを和らげたりする時に使うんだけど、大量に摂取すれば心が壊れてしまう怖ろしい薬だよ……,[],
0x843BD,541629,13,0,ッ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x843CD,541645,31,0,……それは治るのか？,[],
0x843EF,541679,109,0,うん、大変だけど、なるべく早く適切な治療をすれば、後遺症も残らないと思う,[],
0x8445F,541791,16,0,そう……か,[],
0x84472,541810,40,0,よかった……アンジュ様……,[],
0x8449D,541853,49,0,ふぅ、まったく……焦らせてくれる,[],
0x84523,541987,73,0,分かった。誰かに見つかる前に、さっさとずらかるぞ,[],
0x8456F,542063,91,0,え？　ヴライ将軍は倒しましたし、もう逃げる必要はないのでは？,[],
0x845CD,542157,100,0,いや、アイツが事の黒幕でないとすれば、ここに留まるのは非常にマズイ,[],
0x84634,542260,157,0,端から見れば、自分達は皇女さんの寝室に潜入しヴライ将軍を襲撃したことになる。更には皇女さんの誘拐も追加か,[],
0x846D4,542420,79,0,な……しかし！　しかし、兄上は無実ではありませんか！,[],
0x84726,542502,46,0,そいつを、どうやって証明する？,[],
0x84757,542551,58,0,それは……そんなことしなくたって{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x84794,542612,58,0,それに姫殿下に証言してもら……あっ！？,[],
0x8482D,542765,118,0,特にオシュトルを目の上の瘤にしている連中は、好機とばかりに罪を被せてくるはずだ,[],
0x848A6,542886,70,0,容態が良くなる頃には、みんな仲良くさらし首だな,[],
0x848EF,542959,184,0,余計なことは喋らせず、皇女の地位だけを利用するつもりだったのでしょうね。体のいい傀儡といったところでしょうか,[],
0x849AA,543146,16,0,ひどい……,[],
0x849BD,543165,85,0,やれやれ。俺らの敵はあのデカブツだけじゃねェってことかい,[],
0x84A15,543253,136,0,ああ。そもそも、ヴライはこんな小細工を弄する漢ではない。おそらく、首謀者は他にいるであろう,[],
0x84AA0,543392,94,0,ホノカさんが身を隠したのも首謀者に罪を擦り付けられたからだしな,[],
0x84B01,543489,106,0,さて問題は何処へ逃げるかだが……オシュトル、どこか当てはないか？,[],
0x84B6E,543598,28,0,……エンナカムイだ,[],
0x84B8D,543629,13,0,えっ……,[],
0x84B9D,543645,121,0,エンナカムイは何もない辺境の地だが、周囲を山々に囲まれた、天然の城砦となっている,[],
0x84C19,543769,106,0,あそこならば、しばらくの間は追っ手から姫殿下を護ることができるであろう,[],
0x84C86,543878,37,0,エンナカムイって確か……,[],
0x84CAE,543918,49,0,ハイです、わたし達の故郷なのです,[],
0x84CE2,543970,79,0,キウル、御前や國の民には迷惑をかけることになるが……,[],
0x84D34,544052,103,0,兄上、そんなこと仰らないで下さい。このヤマトの一大事ではありませんか,[],
0x84D9E,544158,16,0,……すまぬ,[],
0x84DC1,544193,46,0,フラフラとして今にも倒れそうだ,[],
0x84DF2,544242,85,0,二人は何も言わなかったが、あの『道』と、派手な封印術……,[],
0x84E4A,544330,31,0,これ以上は危険か……,[],
0x84E6C,544364,31,0,オウギ、手伝ってくれ,[],
0x84E8E,544398,130,0,なるほど、兵に変装して突破を試みますか。いいですね、中々に緊張感あふれてワクワクします,[],
0x84F13,544531,25,0,……主様,[],
0x84F2F,544559,82,0,わたし達なら、まだ問題ありません。どうか、お任せ下さい,[],
0x84F84,544644,85,0,いや、二人は休んでるといい。立ってるのも辛いはずだ,[],
0x84FDC,544732,13,0,問題なし,[],
0x84FEC,544748,70,0,たとえこの命すり切れようとも、遂行する所存です,[],
0x85035,544821,31,0,駄目だ、これは命令だ,[],
0x85057,544855,61,0,ってオイ、やっぱり命を削る気だったのかよ,[],
0x85097,544919,25,0,……御心のままに,[],
0x850B3,544947,79,0,皇女さんは、あの行李の中に隠れてもらってくれ,[],
0x85105,545029,88,0,そのまま荷車まで運んで、何食わぬ顔で帝都を離れさせてもらう,[],
0x85160,545120,82,0,途中で誰かに見つかったら、何と説明するつもりなんです？,[],
0x851B5,545205,127,0,献上品と言って誤魔化す。こういったのは堂々としていた方が、かえって怪しまれないもんだ,[],
0x85237,545335,58,0,誤魔化し通せるかどうかは博打だがな……,[],
0x85274,545396,40,0,コイツはまだ通用するかな？,[],
0x8529F,545439,16,0,これは……,[],
0x852B2,545458,97,0,この紋章は帝の……まさかそのような物まで賜っていたとはな,[],
0x85316,545558,148,0,まあ、色々あってな。前にウズールッシャの遺跡の衛士に見せた時は効果覿面だったんだが,[],
0x853AD,545709,142,0,状況が状況だ。果たして通用するかは某にも判らぬ。事情に通じている者が見れば、むしろ怪しむだろう,[],
0x8543E,545854,154,0,だが、何も知らぬ衛士ならば、事態を未だ把握し切れていないはずだ。強引に押し切る事も可能かもしれぬ,[],
0x854DB,546011,136,0,今の混乱した状況で聖上の紋を見せられ平静でいられるほどの胆力の持ち主はそうそういないはずだ,[],
0x85566,546150,61,0,そいつはいい。ありがたく使わせてもらうか,[],
0x855A6,546214,67,0,しかし……そんなに上手くいくものでしょうか？,[],
0x855EC,546284,70,0,キウル、こういうのは上手くいくかどうかじゃない,[],
0x85635,546357,7,0,え？,[],
0x8563F,546367,31,0,上手く『やる』んだよ,[],
0x85661,546401,25,0,ふ、言うじゃない,[],
0x8567D,546429,124,0,すごくハクらしいっていうか、いろいろと誤魔化して仕事をサボろうとする時と同じ顔かな,[],
0x856FC,546556,22,0,……茶化すなよ,[],
0x85715,546581,85,0,とはいえ確かにもう一押し、何か手を打っておきたいところだ,[],
0x8576D,546669,46,0,オウギ、一つ頼まれてくれるか？,[],
0x8579E,546718,19,0,承りましょう,[],
0x857B4,546740,97,0,ライコウとデコポンポの兵は、まだ都の外で立ち往生しているはずだな,[],
0x85818,546840,67,0,ええ、今のところ特に動きはないようですが……,[],
0x8585E,546910,49,0,……なるほど。そういうことですか,[],
0x85892,546962,97,0,そういうことだ。ヴライからの命ということにして、正門を解放させる,[],
0x858F6,547062,88,0,そうすれば、連中は一斉に都に流れ込んでくるだろうな,[],
0x85951,547153,112,0,その混乱に乗じるわけですね。フフッ、あいかわらず面白いことを思いつく御仁だ,[],
0x859C4,547268,64,0,後はヴライの名に説得力があれば完璧なんだが,[],
0x85A07,547335,67,0,……ならばハク、ヴライの懐を探ってみるといい,[],
0x85A4D,547405,25,0,これは金印……？,[],
0x85A69,547433,91,0,そうだ、八柱将の証たる聖上から賜った金印だ。,[],
0x85AC7,547527,112,0,その金印を所持している者は、八柱将自身か、その勅命を受けた者だと判断される,[],
0x85B71,547697,61,0,そいつはいい。ありがたく使わせてもらうか,[],
0x85BB1,547761,46,0,では、ハクさん、それをこちらに,[],
0x85BE2,547810,7,0,ああ,[],
0x85BEC,547820,97,0,フフフ。細工は隆々、仕上げをご覧じろ{{LOCK_AT_DASH}}といったところですかね,"[""{{LOCK_AT_DASH}}""]",
0x85C50,547920,100,0,前から思ってはいたが……この男、詐欺師の方が向いてるんじゃないのか,[],
0x85CB7,548023,43,0,では、一騒動起こしてきますか,[],
0x85D0A,548106,31,0,いや、待つのだノスリ,[],
0x85D2C,548140,58,0,キウル、かわりに其方が行くのだ,[],
0x85D69,548201,34,0,え！？　私が…ですか？,[],
0x85D8E,548238,49,0,そうだ。そして頼みたいことがある,[],
0x85DC2,548290,163,0,配下である近衛衆に事の次第を伝え、彼らとその一族が今宵の内に帝都を抜けられるよう、手引きをしてほしい,[],
0x85E68,548456,73,0,もはや、彼らにも累が及ぶのは免れ得ぬだろうからな,[],
0x85EB4,548532,49,0,わ、私などにそのような大役を！？,[],
0x85EE8,548584,145,0,他の者では彼らの信頼を得られまい。これは某の弟分である其方にしかできないことだ,[],
0x85F92,548754,52,0,わかりました！　おまかせください！,[],
0x85FC9,548809,49,0,さて、参りましょうか。キウルさん,[],
0x8600A,548874,94,0,それでは姫殿下、不自由をおかけしますが、しばらくの間、御辛抱を,[],
0x8606B,548971,22,0,ほいよっ……と,[],
0x86084,548996,61,0,悪いな皇女さん。もう少しだけ辛抱してくれ,[],
0x860C4,549060,19,0,あ…うぅ……,[],
0x860DA,549082,40,0,オシュトル、お前も一緒にな,[],
0x86105,549125,37,0,いや、某は……,[],
0x8612D,549165,139,0,そんな状態でまともに動けるわけないだろ。いいから入っておけ。何よりお前は顔が知られすぎている,[],
0x861BB,549307,13,0,……ぬぐ,[],
0x861CB,549323,55,0,ウルゥル、サラァナは、こっちの方にな,[],
0x8620F,549391,52,0,判りました、誠に遺憾ではありますが,[],
0x86246,549446,43,0,シノノン、二人の面倒は任せた,[],
0x86274,549492,28,0,おう、まかせろー！,[],
0x86293,549523,13,0,さて……,[],
0x862A3,549539,55,0,ん～、丈が合ってないのは仕方ないかな,[],
0x862DD,549597,28,0,あやや、だぶだぶや,[],
0x862FC,549628,124,0,確かに、男物の服はクオン達にはかなり大きい。袖や裾はだいぶ余ってしまっているし……,[],
0x8637B,549755,85,0,ネコネに至っては、遠目には服だけが歩いているように見える,[],
0x863D3,549843,37,0,……何が言いたいのです？,[],
0x863FB,549883,25,0,いや、何でもない,[],
0x86417,549911,85,0,少々不安になってきたが、ここまできたらもう後には引けない,[],
0x8646F,549999,79,0,さすがにこれ以上は行李にも入りそうにないしな,[],
0x864C1,550081,67,0,行こう、皆。あとはなるようになれ、だ,[],
0x86507,550151,28,0,ですが……あの……,[],
0x86526,550182,40,0,皆さん……ここでお別れです,[],
0x86551,550225,46,0,でも……わたし達と、一緒に……,[],
0x86582,550274,64,0,そうなのです。貴女一人でここに残ったら……,[],
0x865C5,550341,124,0,分かっております。ですが、私はホノカ様に大変なご恩を受けた身でもあります,[],
0x86644,550468,67,0,ホノカ様のご無事を何としても確かめたいのです,[],
0x8669A,550554,121,0,姫殿下のことはどうかよろしくお願い致します。最後までご一緒できず申し訳ありません,[],
0x86716,550678,34,0,皆さん、どうぞご無事で,[],
0x8673B,550715,43,0,ここまでありがとう……行くぞ,[],
0x88178,557432,64,0,奮戦の末、ついにハクたちはヴライを倒した。,[],
0x88224,557604,107,0,"混乱に乗じて帝都を脱出し、
オシュトルの故郷であるエンナカムイへ向かう。",[],
0x88342,557890,85,0,ヴライとの戦いで精根尽きたハクたちに、一時の安堵が漂う。,[],
0x8843C,558140,92,0,"だが、オシュトルは察知していた{{LOCK_AT_DASH}}
これで終わりではないと。","[""{{LOCK_AT_DASH}}""]",
0x88513,558355,91,0,背後からは、仮面の力を解放したヴライが迫っている。,[],
0x88607,558599,119,0,"ハクたちを無事に逃がすため、
オシュトルは単身ヴライを迎え撃つことを決心した……",[],
0x88723,558883,16,0,…………む,[],
0x88736,558902,28,0,兄さま……？,[],
0x88755,558933,64,0,どうした、何か面白いものでも見つけたのか？,[],
0x88798,559000,25,0,……追って来たか,[],
0x887B4,559028,13,0,なに！？,[],
0x887C4,559044,61,0,何も見当たらないぞ。気のせいではないか？,[],
0x88804,559108,28,0,いや、確かに感じる,[],
0x88823,559139,70,0,凄まじき憤怒と、狂おしいまでの破壊への衝動……,[],
0x8886C,559212,97,0,このような波動を発する者は、某の知る限り一人しかおらぬ,[],
0x888D0,559312,25,0,ヴライ{{LOCK_AT_DASH}}奴だ,"[""{{LOCK_AT_DASH}}""]",
0x888EC,559340,13,0,なッ！？,[],
0x888FC,559356,40,0,まさか……生きていたのか？,[],
0x88927,559399,52,0,ルルティエ様、止めていただけますか,[],
0x8895E,559454,13,0,えっ……,[],
0x8896E,559470,34,0,は、はい、ココポ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x88993,559507,130,0,ここで某が食い止める。その間に、其方達は少しでも先へ進んでもらいたい,[],
0x88A18,559640,22,0,オシュトル……,[],
0x88A31,559665,97,0,莫迦言うな。お前、自分の躰がどんな状態かわかってるのか？,[],
0x88AA5,559781,133,0,旦那の言うとおりじゃない。この場で迎え撃って、皆で相手をするべきじゃないのかい？,[],
0x88B2D,559917,73,0,うむ。一度は勝てた相手だ。もう一度撃退すればいい,[],
0x88B79,559993,70,0,否、彼奴はすでに力を解放している,[],
0x88BC2,560066,124,0,我等は仮面の者。もはや某でなければ、万が一の勝ち目も無い,[],
0x88C41,560193,94,0,ウズールッシャの軍勢をたった一人で殲滅した、出鱈目なアレか……,[],
0x88D0D,560397,16,0,いや、逆だ,[],
0x88D20,560416,13,0,え……？,[],
0x88D30,560432,94,0,自分達が居ては、邪魔で存分に力を振るうことができない。違うか？,[],
0x88DA7,560551,109,0,自分達もボロボロだ。あれだけ苦戦したのに、全力のヴライを止められるのか？,[],
0x88E17,560663,148,0,あっちも少なからず手傷を負ったはずが、車で逃げてる自分達にもう追いついたくらいだ。余力が違いすぎる,[],
0x88EAE,560814,16,0,それは……,[],
0x88EC1,560833,94,0,アトゥイに至っては精も根も尽き果てて、眠りこけちまってるしな。,[],
0x88F22,560930,31,0,クカ～……クコ～……,[],
0x88F44,560964,64,0,叩き起こせば喜んで戦ってくれるだろうが……,[],
0x88F87,561031,64,0,やれやれ、俺たちは足手まとい、ってことかい,[],
0x88FCA,561098,16,0,……すまぬ,[],
0x88FDD,561117,82,0,気にすんな。確かにあんなの相手じゃ邪魔にしかならんしな,[],
0x89032,561202,142,0,正直、蹂躙される場面しか思い浮かばん。オシュトルには悪いが、ここはこうするべきなのは間違いない,[],
0x890C3,561347,55,0,あ……兄さま、わたしも残るです,[],
0x890FD,561405,16,0,ネコネ……,[],
0x89110,561424,97,0,う、後で見守っているだけなら、きっと平気なのです。ですから{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x89174,561524,91,0,どうした、ネコネらしくない。我儘を言うなど珍しいな,[],
0x891D2,561618,88,0,だって……兄さまはひどい怪我をしてるです。なのに……,[],
0x8922D,561709,109,0,心配いらぬよ。まさかネコネは、某が負けるとでも思っているのか？,[],
0x8929D,561821,91,0,そんなことないのです、兄さまが負けるなど、絶対に{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x892FB,561915,112,0,そうだ、某は決して負けぬよ。だからネコネ、安心して待っていてくれ,[],
0x8936E,562030,13,0,でも……,[],
0x8937E,562046,58,0,大丈夫、オシュトルなら心配いらないかな,[],
0x893CB,562123,25,0,兄さま……,[],
0x89436,562230,124,0,某が言うのも何だが、あそこはいい國だ。きっとお前も気に入ってくれるだろう,[],
0x894B5,562357,34,0,へぇ、それは楽しみだな,[],
0x894DA,562394,25,0,……ネコネを頼む,[],
0x894F6,562422,55,0,自分がか。怨まれるのはこっちなんだぞ,[],
0x89530,562480,76,0,すまぬな、この埋め合わせは何れさせてもらうよ,[],
0x8957F,562559,28,0,ハァ、絶対だからな,[],
0x8959E,562590,16,0,よっこらせ,[],
0x895B1,562609,46,0,ぅあ{{LOCK_AT_DASH}}な、何するですか！？,"[""{{LOCK_AT_DASH}}""]",
0x895E2,562658,70,0,ハイハイ、暴れるな。オシュトル、約束忘れるなよ,[],
0x8962B,562731,79,0,は、放せ！　放すです！　何処さわってるですか！,[],
0x8967D,562813,103,0,ふご！？　こ、だから暴れるな{{LOCK_AT_DASH}}、ノスリ、ネコネの足を持ってくれ！,"[""{{LOCK_AT_DASH}}""]",
0x896E7,562919,82,0,ああ、まかせろ。こら、大人しくしろ。服がめくれているぞ,[],
0x8973C,563004,100,0,ど、何処を見てるですか！？　放すのです、兄さまぁ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x897A3,563107,28,0,姫殿下の御様子は？,[],
0x897C2,563138,64,0,うん、今は落ち着いて、ぐっすり眠ってるかな,[],
0x89805,563205,16,0,……そうか,[],
0x89818,563224,43,0,エンナカムイはもう目の前だ。,[],
0x89846,563270,67,0,某も、奴を倒したらすぐに後を追おう,[],
0x8988C,563340,115,0,オシュトル、判っていると思うけど、傷の痛みは薬で一時的に抑えているだけだから,[],
0x89902,563458,82,0,その怪我が治ったわけじゃないってこと、忘れちゃ駄目かな,[],
0x89957,563543,25,0,十分だ、感謝する,[],
0x89973,563571,34,0,ルルティエ、出してくれ,[],
0x89998,563608,13,0,でも……,[],
0x899A8,563624,106,0,こんな時、男を信じて送り出してやるのが、いい女というものだ。判ってやれ,[],
0x89A15,563733,13,0,……はい,[],
0x89A25,563749,112,0,しかし、後でアトゥイに言ったら、どうして起こさなかったと残念がられそうだな,[],
0x89A98,563864,19,0,クカ～………,[],
0x89AAE,563886,25,0,アトゥイさま……,[],
0x89ACA,563914,31,0,今のうちに行ってくれ,[],
0x89AEC,563948,13,0,ハ、ハイ,[],
0x89B12,563986,16,0,ネコネ……,[],
0x89B25,564005,61,0,ヤバイ……不機嫌どころか超不機嫌になった,[],
0x89B65,564069,103,0,あまりにも暴れるから、最後は逆さ吊りにして連行したのが不味かったか？,[],
0x89BE5,564197,61,0,ネコネ、道が悪い、立ったりすると危ないぞ,[],
0x89C3B,564283,19,0,ネコネさま？,[],
0x89C51,564305,19,0,ネコネ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x89C67,564327,10,0,……ッ,[],
0x89C74,564340,22,0,ちょっ{{LOCK_AT_DASH}}！,"[""{{LOCK_AT_DASH}}""]",
0x89C8D,564365,22,0,あの莫迦ッ！！,[],
0x89CA6,564390,58,0,まさか、オシュトルを追いかけて{{LOCK_AT_DASH}}？,"[""{{LOCK_AT_DASH}}""]",
0x89CE3,564451,64,0,ッ、ネコネ{{LOCK_AT_DASH}}、ルルティエ、止めてくれ！,"[""{{LOCK_AT_DASH}}""]",
0x89D26,564518,31,0,えっ！？　は、はい！,[],
0x89D48,564552,25,0,ネコネ様……！！,[],
0x89D64,564580,79,0,私が連れ戻してくるから、皆は{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x89DB6,564662,25,0,待て、自分が行く,[],
0x89DD2,564690,10,0,ハク？,[],
0x89DDF,564703,85,0,クオンがいなくなったら、誰が皇女さんを看る。クオンは残れ,[],
0x89E37,564791,16,0,それは……,[],
0x89E4A,564810,34,0,待て、ならば私も行こう,[],
0x89E6F,564847,40,0,こっちも追加するじゃない！,[],
0x89F35,565045,166,0,今はとにかく、皇女さんを安全な場所に連れて行くのが先決だ。かわりに連れ戻してくるから、みんなは先に行っててくれ,[],
0x89FDE,565214,31,0,でも、ハクさま{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x8A059,565337,55,0,あまりよくないけど……仕方ないのかな,[],
0x8A093,565395,73,0,急ごうか、ネコネはハクに任せておけば大丈夫だから,[],
0x8A0DF,565471,34,0,ほぅ、信じているのだな,[],
0x8A104,565508,88,0,信じているというより、殺しても死にそうに無いのがハクだもの,[],
0x8A15F,565599,43,0,心配するだけ無駄ってことかな,[],
0x8A18D,565645,22,0,くく、違いない,[],
0x8A1A6,565670,19,0,ハクさま……,[],
0x8A1BC,565692,64,0,はぁ、はぁ、はぁ{{LOCK_AT_DASH}}捕まえたぞ、ネコネ！,"[""{{LOCK_AT_DASH}}""]",
0x8A1FF,565759,37,0,うぁ！？　は、放すです！,[],
0x8A227,565799,58,0,兄さま、兄さまの所へ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x8A264,565860,46,0,兄さまの力になるのです！,[],
0x8A295,565909,103,0,だからオシュトルも言ってただろ。自分達じゃ、足手まといになるだけだと,[],
0x8A2FF,566015,25,0,そんなことッ……,[],
0x8A31B,566043,79,0,わかってるのです……わかってるのです、そんなこと……,[],
0x8A36D,566125,73,0,わたしが行ったって、何の役にも立たないことは……,[],
0x8A3B9,566201,25,0,だったらな{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x8A3D5,566229,106,0,これまで、何度も戦に赴く兄さまを見送ってきたです,[],
0x8A442,566338,64,0,不安だったですけど、心配はしてなかったです,[],
0x8A485,566405,88,0,兄さまなら、絶対無事に帰ってくるって信じてたですから,[],
0x8A4E0,566496,13,0,でも……,[],
0x8A4F0,566512,112,0,でも、仮面の者同士での戦いなんて、これまでに無かったのです,[],
0x8A563,566627,58,0,その上、兄さまは大怪我してて……,[],
0x8A5A0,566688,121,0,気持ちは判るがな、オシュトルの足手まといにしかならないってのは間違いないんだぞ？,[],
0x8A61C,566812,52,0,判っているのです。だからせめて……,[],
0x8A653,566867,79,0,せめて兄さまの戦いを、見守っていたいのです……,[],
0x8A6A5,566949,25,0,見守るだけ……ね,[],
0x8A6C1,566977,46,0,それも……駄目なのですか……？,[],
0x8A73E,567102,136,0,この様子じゃ、下手に止めても暴走しかねないか。これがばれたら後でオシュトルにどやされそうだ,[],
0x8A7C9,567241,73,0,ハァ……遠くから見ているだけって、約束出来るか？,[],
0x8A815,567317,10,0,え……,[],
0x8A822,567330,22,0,約束出来るか？,[],
0x8A83B,567355,46,0,や、約束するです、できるです！,[],
0x8A86C,567404,154,0,なら行くぞ。言っとくが遠くから奴等の様子を窺うだけだからな。　くれぐれも声を出したりするなよ。,[],
0x8A909,567561,25,0,は……ハイです！,[],
0x8A925,567589,61,0,ったく、いつもそれだけ可愛げがあればね。,[],
0x8A97B,567675,22,0,兄さま！,[],
0x8A994,567700,28,0,莫迦、顔を出すな！,[],
0x8A9B3,567731,13,0,ぅあ！？,[],
0x8A9C3,567747,31,0,な、何するですか……,[],
0x8A9E5,567781,79,0,何、一瞬で約束破ってんだ。　見守るだけって約束だろ。,[],
0x8AA37,567863,10,0,う……,[],
0x8AA44,567876,52,0,オシュトルの邪魔をするな、来るぞ。,[],
0x8AA7B,567931,10,0,え……,[],
0x8AA88,567944,40,0,オオオオオオオオオオッ！！,[],
0x8AB00,568064,22,0,オシュトル……,[],
0x8AB39,568121,46,0,コノ、ヴライニ情ケヲカケタナ。,[],
