start_offset_hex,start_offset_dec,byte_budget,ref_count,ja,locks,kr,,
0x95459,611417,58,0,そっか……だからオシュトルに負けたんだ,[],,19,0
0x95495,611477,118,0,空間が軋むような感覚。まるで心臓を握りつぶされそうな威圧がヴライから溢れ出る。,[],,39,0
0x9550D,611597,13,0,ぅく……,[],,4,0
0x9551C,611612,40,0,……女、戯言か？,[],,8,0
0x95546,611654,13,0,ひぅ……,[],,4,0
0x95555,611669,61,0,ん？　だからオシュトルに負けたのか、って,[],,20,0
0x95594,611732,169,0,いくら強くても、相手を見下して侮るような輩ではね。足元を掬われてオシュトルに敗北するのは当然かな,[],,48,0
0x9563F,611903,79,0,断言してあげる。貴方ではオシュトルに勝てない、絶対に,[],,26,0
0x95690,611984,43,0,そして、私達にもね,[],,9,0
0x956BD,612029,56,0,……ぬけぬけと……よく舌が回ることだ ,[],,19,0
0x956F7,612087,13,0,ッ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",,17,0
0x95706,612102,37,0,うひ……うひひひひ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",,25,0
0x9572D,612141,121,0,おい……本気を出させる為の挑発なんだろうが、こいつはちょいと効き過ぎじゃないか？,[],,40,0
0x957A8,612264,22,0,小癪な女よ……,[],,7,0
0x957C0,612288,52,0,静かに呟き、ヴライが一歩踏み出す。,[],,17,0
0x957F6,612342,85,0,よかろう。ならばその資格があるか{{LOCK_AT_DASH}}、証明してみよ！！,"[""{{LOCK_AT_DASH}}""]",,41,0
0x9584D,612429,13,0,ハク……,[],,4,0
0x9585C,612444,25,0,ああ、判っている,[],,8,0
0x95877,612471,109,0,奴を本気にさせ、仮面の力を発動させた隙を狙って止めを刺す{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",,44,0
0x958E6,612582,31,0,シノノン、下がってな,[],,10,0
0x95907,612615,52,0,なにをいう、シノノンもたたかうぞ！,[],,17,0
0x9593D,612669,109,0,そうだね。だからシノノンは、あのお姉さんと一緒にオシュトルを護ってあげて,[],,36,0
0x959AC,612780,34,0,おしゅを、まもるのか？,[],,11,0
0x959D0,612816,31,0,うん、お願い出来る？,[],,10,0
0x959F1,612849,55,0,そうかわかった。シノノンにまかせろ！,[],,18,0
0x95A2A,612906,52,0,よぅし、いい子だ。姐御、申し訳ない,[],,17,0
0x95A60,612960,79,0,女官さんも下がっててくれ。シノノンとオシュトルを頼む,[],,26,0
0x95AB1,613041,46,0,は、はいっ、どうか……御武運を,[],,15,0
0x95B17,613143,139,0,任されましょう。それにしてもまさか、ここまで無茶ぶりを要求されるとは想定していませんでしたよ,[],,46,0
0x95BA4,613284,145,0,違いない。旦那の無茶に慣れっこになってきたかと思ったら、極めつけに八柱将ヴライが相手ときたモンだ,[],,48,0
0x95C37,613431,43,0,まったくもって、最高じゃない,[],,14,0
0x95C64,613476,64,0,ノスリ、キウル、雑魚共への牽制と援護に回れ,[],,21,0
0x95CA6,613542,16,0,ハ、ハイ！,[],,5,0
0x95CB8,613560,109,0,よくも姫殿下を……悪漢ヴライ、もはや八柱とは思わん。天に代わって成敗する,[],,36,0
0x95D27,613671,106,0,もう……迷わない。私は兄上{{LOCK_AT_DASH}}いえ、右近衛大将オシュトルの剣となる！,"[""{{LOCK_AT_DASH}}""]",,48,0
0x95D93,613779,106,0,ネコネ、ルルティエ、機を見て皇女さんを確保だ。奴から皇女さんを奪い返す,[],,35,0
0x95DFF,613887,73,0,判っているのです。なるべく注意を引きつけるですよ,[],,24,0
0x95E4A,613962,31,0,ホロロ、ホロロロロッ,[],,10,0
0x95E6B,613995,91,0,姫殿下……必ずお助けしますから、もう少しだけお待ち下さい……,[],,30,0
0x95EC8,614088,103,0,アトゥイは……好きにしたらいい。今回は止めんから、思う存分やってみろ,[],,34,0
0x95F31,614193,82,0,うひひひひ、話が判るなぁ。やっぱおにーさん、大好きやぇ,[],,27,0
0x95F85,614277,154,0,こうなったら無理するなとかとは言えん。後で何でも言うこと聞いてやる。ウルゥル、サラァナ、お前達が頼りだ,[],,51,0
0x96021,614433,85,0,必ずや、期待に応えて見せます。すべては主様の為に,[],,24,0
0x96078,614520,112,0,何でもとか言えば、いつもの調子を出すかと思ったが……そこまで余裕が無いのか,[],,37,0
0x960EA,614634,16,0,……クオン,[],,5,0
0x960FC,614652,46,0,うん、皆の背中は任せて,[],,11,0
0x9612C,614700,52,0,だからハク、気兼ねなく指示をお願い,[],,17,0
0x96162,614754,40,0,ああ、そうさせてもらう……,[],,13,0
0x9618C,614796,43,0,お前等{{LOCK_AT_DASH}}、出陣るぞ！,"[""{{LOCK_AT_DASH}}""]",,25,0
0x961B9,614841,70,0,仮面の者の力……見せてもらうよ,[],,15,0
0x96201,614913,13,0,ぬ……ぅ,[],,4,0
0x96210,614928,19,0,血……だと？,[],,6,0
0x96225,614949,85,0,我に傷を……負わせたというのか。この我に……,[],,22,0
0x9627C,615036,37,0,……よかろう、認めてやる,[],,12,0
0x962A3,615075,16,0,……ッ！！,[],,5,0
0x962B5,615093,16,0,来る{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",,18,0
0x962C7,615111,64,0,よくぞ我を下がらせた……褒めてやろう,[],,18,0
0x96309,615177,43,0,なれば褒美に受け取れィッ！！,[],,14,0
0x96336,615222,46,0,我の力、その幾ばくかを！,[],,12,0
0x96366,615270,94,0,仮面よ！　我が魂魄を喰らいて、その力を差し出せっ！！,[],,26,0
0x963C6,615366,79,0,おぉぉぉぉぉぉォォォォォォォォォォォォォォォォッ！！,[],,26,0
0x96417,615447,79,0,おぉぉぉぉぉぉォォォォォォォォォォォォォォォォッ！！,[],,26,0
0x96468,615528,25,0,{{LOCK_AT_DASH}}クオン！！,"[""{{LOCK_AT_DASH}}""]",,21,0
0x96483,615555,19,0,させないッ！,[],,6,0
0x96498,615576,16,0,うぬァ！？,[],,5,0
0x964AA,615594,37,0,奴の動きが止まった{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",,25,0
0x964D1,615633,34,0,ウルゥル、サラァナ！！,[],,11,0
0x964F5,615669,118,0,頭を垂れて吾等の血潮の礎となりし幾多の英霊に恐み恐み申す,[],,28,0
0x9656D,615789,67,0,慈悲を持って吾等の大地を憐れみ給え、護り給え,[],,22,0
0x965B2,615858,100,0,真なる力で邪なるを退け、些かも欠く事なき真なる平和と調和を授け給え,[],,33,0
0x96618,615960,64,0,グ……ヌ……オォォォォォォォォォォォッ！？,[],,21,0
0x9665A,616026,22,0,これ……ハ……,[],,7,0
0x96672,616050,37,0,首輪に縄をつけるのは当然,[],,12,0
0x96699,616089,133,0,彼の荒ぶる者を封じる手立てを講じず、あなたに仮面を授けたとお思いでしたか？,[],,37,0
0x96720,616224,106,0,汝等ハ……そウか……あの女ノ……小癪ナ、こノ時ヲ待っテいたカ！！,[],,32,0
0x9678C,616332,34,0,ダガ、コノヨウナ力……,[],,11,0
0x967B0,616368,13,0,させない,[],,4,0
0x967BF,616383,43,0,グ……ヌゥゥゥゥゥゥゥッ！！,[],,14,0
0x967EC,616428,22,0,ッ……く……！,[],,7,0
0x96822,616482,67,0,う、ううん、何でも……ちょっと眩暈がしただけ,[],,22,0
0x96867,616551,22,0,ならいいが……,[],,7,0
0x96888,616584,55,0,これって系統は違うけど……本当に……,[],,18,0
0x968C1,616641,52,0,大封印{{LOCK_AT_DASH}}！？,"[""{{LOCK_AT_DASH}}""]",,21,0
0x968F7,616695,22,0,う……うぅ……,[],,7,0
0x9690F,616719,85,0,お、おい、本当に大丈夫なのか？　なんか顔色が悪すぎだぞ？,[],,28,0
0x96966,616806,85,0,だい……じょうぶ……だから……それよりも、今のうちに……,[],,28,0
0x969BD,616893,40,0,今のうちに、早く{{LOCK_AT_DASH}}！！,"[""{{LOCK_AT_DASH}}""]",,26,0
0x969E7,616935,58,0,あ、ああ……わかってる！　みんなっ！！,[],,19,0
0x96A23,616995,55,0,応さ！！　キウル、気合いを入れろ！！,[],,18,0
0x96A5C,617052,16,0,ハイッ！！,[],,5,0
0x96A6E,617070,55,0,止めだ！！　オウギ、合わせろ！,[],,15,0
0x96AA7,617127,22,0,何時でもどうぞ,[],,7,0
0x96ABF,617151,31,0,とりゃああああーっ！,[],,10,0
0x96AE0,617184,28,0,たああああーっ！！,[],,9,0
0x96AFE,617214,22,0,いっけぇーっ！,[],,7,0
0x96B16,617238,28,0,はぁあああーっ！！,[],,9,0
0x96B34,617268,61,0,ヌ……グ、オォォォォォォォォォォォッ！！,[],,20,0
0x96B73,617331,28,0,今だ、アトゥイ！！,[],,9,0
0x96B91,617361,61,0,アハハハハハハハハハハハハハハハハ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",,33,0
0x96BD0,617424,19,0,ぬ……ぅ……,[],,6,0
0x96BE5,617445,49,0,イリャァァァァァァァァァァッ！！,[],,16,0
0x96C21,617505,22,0,手応え……アリ,[],,7,0
0x96C39,617529,22,0,やった……か？,[],,7,0
0x96C6C,617580,22,0,ク……クク……,[],,7,0
0x96C8D,617613,31,0,ソレデ……終わリか？,[],,10,0
0x96CAE,617646,16,0,{{LOCK_AT_DASH}}！？,"[""{{LOCK_AT_DASH}}""]",,18,0
0x96CC0,617664,19,0,な……っ！！,[],,6,0
0x96CD5,617685,19,0,{{LOCK_AT_DASH}}っ！？,"[""{{LOCK_AT_DASH}}""]",,19,0
0x96D4D,617805,22,0,コノ程度デ……,[],,7,0
0x96D65,617829,55,0,舐メルナァァァァァァァァァァァァ！！,[],,18,0
0x96D9E,617886,46,0,皆、伏せろォォォォ！！,[],,11,0
0x96DCE,617934,52,0,ぐ……痛ゥ……みんな、無事か？,[],,15,0
0x96E04,617988,46,0,え、ええ……私は……ネコネは？,[],,15,0
0x96E34,618036,61,0,姉さまが庇ってくれたから何ともないのです,[],,20,0
0x96E73,618099,40,0,こっちもピンピンしてるぞ！,[],,13,0
0x96E9D,618141,22,0,間一髪でしたね,[],,7,0
0x96EB5,618165,52,0,今のちょいとヤバかったんじゃない？,[],,17,0
0x96EEB,618219,22,0,難儀やねぇ……,[],,7,0
0x96F03,618243,22,0,今のは一体……,[],,7,0
0x96F1B,618267,19,0,ぅ……あ……,[],,6,0
0x96F3F,618303,31,0,ウルゥル、サラァナ！,[],,10,0
0x96F60,618336,28,0,ひ、姫殿下は{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",,22,0
0x96F7E,618366,73,0,ぐ……無事で……あらせられる。気を失われただけだ,[],,24,0
0x96FC9,618441,28,0,あ、兄さま！,[],,6,0
0x96FE7,618471,85,0,心配要らぬ、それよりも気を抜くな。終わってはおらぬぞ……,[],,28,0
0x9703E,618558,13,0,え……？,[],,4,0
0x9704D,618573,13,0,愚カ……,[],,4,0
0x9705C,618588,16,0,{{LOCK_AT_DASH}}ッ！,"[""{{LOCK_AT_DASH}}""]",,18,0
0x9706E,618606,22,0,ま、まさか……,[],,7,0
0x9708F,618639,46,0,効いて……ない、だと……ッ！？,[],,15,0
0x970BF,618687,115,0,ソノヨウナ息ヲスルノモヤットノ身デ、コノ我ヲ封ゼラレルトデモ思ウタカ？,[],,35,0
0x97134,618804,22,0,ううぅ…………,[],,7,0
0x9714C,618828,64,0,くっ……やはり二人に無理をさせすぎていたか,[],,21,0
0x9718E,618894,142,0,結局、力の解放を許してしまって、このまま逃げるのも恐らく無理。こいつは絶体絶命ってヤツか……？,[],,47,0
0x9721E,619038,64,0,どうする……？　こっちにはもう打つ手が……,[],,21,0
0x97260,619104,88,0,いいや、ハク。諦めるのはまだ早い。ヴライの姿をよく見るのだ,[],,29,0
0x972BA,619194,10,0,なに？,[],,3,0
0x972C6,619206,70,0,あの姿、彼奴の力はいまだ完全ではない！,[],,19,0
0x97317,619287,13,0,ムゥ……,[],,4,0
0x97326,619302,73,0,封印は、確実に影響を及ぼしている。これならば……,[],,24,0
0x97371,619377,79,0,シカシ、ソノヨウナ満身創痍デハ、コノ我ヲ……！,[],,23,0
0x973C2,619458,34,0,ヌゥ……キ、貴様等……,[],,11,0
0x973E6,619494,64,0,もういい、止めろ！　それ以上やったら{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",,34,0
0x97428,619560,49,0,グオオォ…………無駄ナ足掻キヲ！,[],,16,0
0x97467,619623,16,0,お前等……,[],,5,0
0x97479,619641,19,0,ハク、立って,[],,6,0
0x9748E,619662,13,0,クオン？,[],,4,0
0x9749D,619677,94,0,ハクが……ハクが迷ってたらあの子達の頑張りが無意味になっちゃう,[],,31,0
0x974FD,619773,37,0,お前等……まだやれるな？,[],,12,0
0x97524,619812,49,0,こ、これくらいへっちゃらなのです,[],,16,0
0x97557,619863,40,0,ふっ、私を誰だと思っている,[],,13,0
0x97581,619905,64,0,姉上が戦うなら最後までお手伝いしましょうか,[],,21,0
0x975C3,619971,70,0,ハ、ハクさまお一人戦わせません……ね？　ココポ,[],,23,0
0x9760B,620043,37,0,ホロッ！　ホロロロッ！！,[],,12,0
0x97632,620082,58,0,今度はしっかりとどめを刺さなあかんねぇ,[],,19,0
0x9766E,620142,40,0,覚悟はとうに出来ています！,[],,13,0
0x97698,620184,91,0,聞かれるまでもなくここでやらないなんて選択肢ないんじゃない？,[],,30,0
0x976F5,620277,25,0,後は……任せたぞ,[],,8,0
0x97710,620304,19,0,行こう、ハク,[],,6,0
0x97725,620325,13,0,ああっ！,[],,4,0
0x97734,620340,58,0,クク……クククク……ナルホドマダ立ツカ,[],,19,0
0x97770,620400,76,0,謝罪シヨウ……汝等ヲ侮ッテイタコトヲ,[],,18,0
0x977BE,620478,97,0,ソシテ讃エヨウ、汝等ガ我ガ敵トシテ相応シイ勇士デアルコトヲ,[],,29,0
0x97821,620577,106,0,武勇ニハ武勇ヲ尽クソウ！　我ガ力ト相マミエル幸運ヲ噛ミ締メルガイイ！！,[],,35,0
0x9788D,620685,25,0,莫迦な……,[],,5,0
0x978A8,620712,62,0,"この我が……
地に膝をつくだと……？",[],,19,0
0x978E8,620776,34,0,この我……が……,[],,8,0
0x9790C,620812,61,0,はぁ、はぁ、はぁ……うひ、うひひひひ……,[],,20,0
0x9794B,620875,70,0,アハハハハ{{LOCK_AT_DASH}}、楽しいなぁ……楽しいなぁぁ！,"[""{{LOCK_AT_DASH}}""]",,36,0
0x97993,620947,40,0,ふぅ、ふぅ、ふぅ、ふぅ……,[],,13,0
0x979BD,620989,73,0,こ、これしき…のこと……いい女はうろたえない……,[],,24,0
0x97A08,621064,58,0,豪腕のヴライ……恐るるに……たらず……,[],,19,0
0x97A44,621124,85,0,姉上、これで汗を。いろいろとイヤな汗が吹き出ていますので,[],,28,0
0x97A9B,621211,70,0,これが……仮面を持つ者って奴かい……,[],,18,0
0x97AE3,621283,43,0,あぁ…本当に、ヤバかった……,[],,14,0
0x97B10,621328,61,0,こうしている今も、まだ脚が笑っている……,[],,20,0
0x97B4F,621391,88,0,これでもしあの仮面の力を全開で使われていたら……,[],,24,0
0x97BA9,621481,43,0,ハァ、ハァ、ハァ……ッ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",,27,0
0x97BD6,621526,13,0,クオン？,[],,4,0
0x97BE5,621541,76,0,だい……じょうぶ、ちょっと立ちくらみがしただけかな,[],,25,0
0x97C33,621619,46,0,さすがに、ちょっと疲れたみたい,[],,15,0
0x97C63,621667,40,0,怪我とかじゃ、ないんだな？,[],,13,0
0x97C8D,621709,88,0,うん、ホントに大丈夫。あはは、もしかして心配させちゃった？,[],,29,0
0x97CE7,621799,55,0,当たり前だ。心配するに決まってるだろ,[],,18,0
0x97D20,621856,40,0,………あ、うん、そうなんだ,[],,13,0
0x97D5F,621919,22,0,兄さま、これを,[],,7,0
0x97D77,621943,55,0,姫殿下、お待たせして申し訳ありませぬ,[],,18,0
0x97DB0,622000,55,0,御無事で……本当に…よかったです……,[],,18,0
0x97DE9,622057,10,0,ぁ……,[],,3,0
0x97DF5,622069,19,0,……姫殿下？,[],,6,0
0x97E0A,622090,22,0,あ……ぅ………,[],,7,0
0x97E22,622114,16,0,何だ……？,[],,5,0
0x97E34,622132,46,0,姫……殿下、どうなされました？,[],,15,0
0x97E64,622180,55,0,お姫さま、ウチらの声、聞こえてるけ？,[],,18,0
0x97E9D,622237,19,0,あ……ぁ……,[],,6,0
0x97EB2,622258,34,0,あぅあ…う……うあ……,[],,11,0
0x97ED6,622294,34,0,……クオン殿、頼めるか,[],,11,0
0x97F48,622408,79,0,強い毒だったんだね。喉が灼け爛れちゃってる,[],,21,0
0x97F99,622489,49,0,これじゃあ、声なんて出せないかな,[],,16,0
0x97FCC,622540,16,0,そんな……,[],,5,0
0x97FDE,622558,52,0,それより問題なのは……心のほうかも,[],,17,0
0x98014,622612,7,0,心？,[],,2,0
0x9801D,622621,52,0,心を鈍らせる、特殊な薬を使われてる,[],,17,0
0x98053,622675,133,0,痛みを和らげたりする時に使うんだけど、大量に摂取すれば心が壊れてしまう怖ろしい薬だよ……,[],,44,0
0x980DA,622810,13,0,ッ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",,17,0
0x980E9,622825,31,0,……それは治るのか？,[],,10,0
0x9810A,622858,109,0,うん、大変だけど、なるべく早く適切な治療をすれば、後遺症も残らないと思う,[],,36,0
0x98179,622969,16,0,そう……か,[],,5,0
0x9818B,622987,40,0,よかった……アンジュ様……,[],,13,0
0x981B5,623029,49,0,ふぅ、まったく……焦らせてくれる,[],,16,0
0x98239,623161,73,0,分かった。誰かに見つかる前に、さっさとずらかるぞ,[],,24,0
0x98284,623236,91,0,え？　ヴライ将軍は倒しましたし、もう逃げる必要はないのでは？,[],,30,0
0x982E1,623329,100,0,いや、アイツが事の黒幕でないとすれば、ここに留まるのは非常にマズイ,[],,33,0
0x98347,623431,157,0,端から見れば、自分達は皇女さんの寝室に潜入しヴライ将軍を襲撃したことになる。更には皇女さんの誘拐も追加か,[],,52,0
0x983E6,623590,79,0,な……しかし！　しかし、兄上は無実ではありませんか！,[],,26,0
0x98437,623671,46,0,そいつを、どうやって証明する？,[],,15,0
0x98467,623719,58,0,それは……そんなことしなくたって{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",,32,0
0x984A3,623779,58,0,それに姫殿下に証言してもら……あっ！？,[],,19,0
0x984F4,623860,67,0,皇女さんがこんな状態では、それは難しいだろう,[],,22,0
0x98539,623929,118,0,特にオシュトルを目の上の瘤にしている連中は、好機とばかりに罪を被せてくるはずだ,[],,39,0
0x985B1,624049,70,0,容態が良くなる頃には、みんな仲良くさらし首だな,[],,23,0
0x985F9,624121,184,0,余計なことは喋らせず、皇女の地位だけを利用するつもりだったのでしょうね。体のいい傀儡といったところでしょうか,[],,54,0
0x986B3,624307,16,0,ひどい……,[],,5,0
0x986C5,624325,85,0,やれやれ。俺らの敵はあのデカブツだけじゃねェってことかい,[],,28,0
0x9871C,624412,136,0,ああ。そもそも、ヴライはこんな小細工を弄する漢ではない。おそらく、首謀者は他にいるであろう,[],,45,0
0x987A6,624550,94,0,ホノカさんが身を隠したのも首謀者に罪を擦り付けられたからだしな,[],,31,0
0x98806,624646,106,0,さて問題は何処へ逃げるかだが……オシュトル、どこか当てはないか？,[],,32,0
0x98872,624754,28,0,……エンナカムイだ,[],,9,0
0x98890,624784,13,0,えっ……,[],,4,0
0x9889F,624799,121,0,エンナカムイは何もない辺境の地だが、周囲を山々に囲まれた、天然の城砦となっている,[],,40,0
0x9891A,624922,106,0,あそこならば、しばらくの間は追っ手から姫殿下を護ることができるであろう,[],,35,0
0x98986,625030,37,0,エンナカムイって確か……,[],,12,0
0x989AD,625069,49,0,ハイです、わたし達の故郷なのです,[],,16,0
0x989E0,625120,79,0,キウル、御前や國の民には迷惑をかけることになるが……,[],,26,0
0x98A31,625201,103,0,兄上、そんなこと仰らないで下さい。このヤマトの一大事ではありませんか,[],,34,0
0x98A9A,625306,16,0,……すまぬ,[],,5,0
0x98ABB,625339,46,0,フラフラとして今にも倒れそうだ,[],,15,0
0x98AEB,625387,85,0,二人は何も言わなかったが、あの『道』と、派手な封印術……,[],,28,0
0x98B42,625474,31,0,これ以上は危険か……,[],,10,0
0x98B63,625507,31,0,オウギ、手伝ってくれ,[],,10,0
0x98B84,625540,130,0,なるほど、兵に変装して突破を試みますか。いいですね、中々に緊張感あふれてワクワクします,[],,43,0
0x98C08,625672,25,0,……主様,[],,4,0
0x98C23,625699,82,0,わたし達なら、まだ問題ありません。どうか、お任せ下さい,[],,27,0
0x98C77,625783,85,0,いや、二人は休んでるといい。立ってるのも辛いはずだ,[],,25,0
0x98CCE,625870,13,0,問題なし,[],,4,0
0x98CDD,625885,70,0,たとえこの命すり切れようとも、遂行する所存です,[],,23,0
0x98D25,625957,31,0,駄目だ、これは命令だ,[],,10,0
0x98D46,625990,61,0,ってオイ、やっぱり命を削る気だったのかよ,[],,20,0
0x98D85,626053,25,0,……御心のままに,[],,8,0
0x98DA0,626080,79,0,皇女さんは、あの行李の中に隠れてもらってくれ,[],,22,0
0x98DF1,626161,88,0,そのまま荷車まで運んで、何食わぬ顔で帝都を離れさせてもらう,[],,29,0
0x98E4B,626251,82,0,途中で誰かに見つかったら、何と説明するつもりなんです？,[],,27,0
0x98E9F,626335,127,0,献上品と言って誤魔化す。こういったのは堂々としていた方が、かえって怪しまれないもんだ,[],,42,0
0x98F20,626464,58,0,誤魔化し通せるかどうかは博打だがな……,[],,19,0
0x98F5C,626524,40,0,コイツはまだ通用するかな？,[],,13,0
0x98F86,626566,16,0,これは……,[],,5,0
0x98F98,626584,97,0,この紋章は帝の……まさかそのような物まで賜っていたとはな,[],,28,0
0x99121,626977,154,0,だが、何も知らぬ衛士ならば、事態を未だ把握し切れていないはずだ。強引に押し切る事も可能かもしれぬ,[],,48,0
0x991BD,627133,136,0,今の混乱した状況で聖上の紋を見せられ平静でいられるほどの胆力の持ち主はそうそういないはずだ,[],,45,0
0x99247,627271,61,0,そいつはいい。ありがたく使わせてもらうか,[],,20,0
0x99286,627334,67,0,しかし……そんなに上手くいくものでしょうか？,[],,22,0
0x992CB,627403,70,0,キウル、こういうのは上手くいくかどうかじゃない,[],,23,0
0x99313,627475,7,0,え？,[],,2,0
0x9931C,627484,31,0,上手く『やる』んだよ,[],,10,0
0x9933D,627517,25,0,ふ、言うじゃない,[],,8,0
0x99358,627544,124,0,すごくハクらしいっていうか、いろいろと誤魔化して仕事をサボろうとする時と同じ顔かな,[],,41,0
0x993D6,627670,22,0,……茶化すなよ,[],,7,0
0x993EE,627694,85,0,とはいえ確かにもう一押し、何か手を打っておきたいところだ,[],,28,0
0x99445,627781,46,0,オウギ、一つ頼まれてくれるか？,[],,15,0
0x99475,627829,19,0,承りましょう,[],,6,0
0x9948A,627850,97,0,ライコウとデコポンポの兵は、まだ都の外で立ち往生しているはずだな,[],,32,0
0x994ED,627949,67,0,ええ、今のところ特に動きはないようですが……,[],,22,0
0x99532,628018,49,0,……なるほど。そういうことですか,[],,16,0
0x99565,628069,97,0,そういうことだ。ヴライからの命ということにして、正門を解放させる,[],,32,0
0x995C8,628168,88,0,そうすれば、連中は一斉に都に流れ込んでくるだろうな,[],,25,0
0x99622,628258,112,0,その混乱に乗じるわけですね。フフッ、あいかわらず面白いことを思いつく御仁だ,[],,37,0
0x99694,628372,64,0,後はヴライの名に説得力があれば完璧なんだが,[],,21,0
0x996D6,628438,67,0,……ならばハク、ヴライの懐を探ってみるといい,[],,22,0
0x9971B,628507,25,0,これは金印……？,[],,8,0
0x99736,628534,91,0,そうだ、八柱将の証たる聖上から賜った金印だ。,[],,22,0
0x99793,628627,112,0,その金印を所持している者は、八柱将自身か、その勅命を受けた者だと判断される,[],,37,0
0x99805,628741,52,0,無論、その金印を押した書状も同様だ,[],,17,0
0x9983B,628795,61,0,そいつはいい。ありがたく使わせてもらうか,[],,20,0
0x9987A,628858,46,0,では、ハクさん、それをこちらに,[],,15,0
0x998AA,628906,7,0,ああ,[],,2,0
0x998B3,628915,97,0,フフフ。細工は隆々、仕上げをご覧じろ{{LOCK_AT_DASH}}といったところですかね,"[""{{LOCK_AT_DASH}}""]",,45,0
0x99916,629014,100,0,前から思ってはいたが……この男、詐欺師の方が向いてるんじゃないのか,[],,33,0
0x9997C,629116,43,0,では、一騒動起こしてきますか,[],,14,0
0x999A9,629161,34,0,うむ、私も一緒に行こう,[],,11,0
0x999CD,629197,31,0,いや、待つのだノスリ,[],,10,0
0x999EE,629230,58,0,キウル、かわりに其方が行くのだ,[],,15,0
0x99A2A,629290,34,0,え！？　私が…ですか？,[],,11,0
0x99A4E,629326,49,0,そうだ。そして頼みたいことがある,[],,16,0
0x99A81,629377,163,0,配下である近衛衆に事の次第を伝え、彼らとその一族が今宵の内に帝都を抜けられるよう、手引きをしてほしい,[],,50,0
0x99B26,629542,73,0,もはや、彼らにも累が及ぶのは免れ得ぬだろうからな,[],,24,0
0x99B71,629617,49,0,わ、私などにそのような大役を！？,[],,16,0
0x99BA4,629668,145,0,他の者では彼らの信頼を得られまい。これは某の弟分である其方にしかできないことだ,[],,39,0
0x99C4C,629836,52,0,わかりました！　おまかせください！,[],,17,0
0x99C82,629890,49,0,さて、参りましょうか。キウルさん,[],,16,0
0x99CB5,629941,10,0,はい！,[],,3,0
0x99CC1,629953,94,0,それでは姫殿下、不自由をおかけしますが、しばらくの間、御辛抱を,[],,31,0
0x99D21,630049,22,0,ほいよっ……と,[],,7,0
0x99D39,630073,61,0,悪いな皇女さん。もう少しだけ辛抱してくれ,[],,20,0
0x99D78,630136,19,0,あ…うぅ……,[],,6,0
0x99D8D,630157,40,0,オシュトル、お前も一緒にな,[],,13,0
0x99DB7,630199,37,0,いや、某は……,[],,7,0
0x99DDE,630238,139,0,そんな状態でまともに動けるわけないだろ。いいから入っておけ。何よりお前は顔が知られすぎている,[],,46,0
0x99E6B,630379,13,0,……ぬぐ,[],,4,0
0x99E7A,630394,55,0,ウルゥル、サラァナは、こっちの方にな,[],,18,0
0x99EBC,630460,52,0,判りました、誠に遺憾ではありますが,[],,17,0
0x99EF2,630514,43,0,シノノン、二人の面倒は任せた,[],,14,0
0x99F1F,630559,28,0,おう、まかせろー！,[],,9,0
0x99F3D,630589,13,0,さて……,[],,4,0
0x99F4C,630604,55,0,ん～、丈が合ってないのは仕方ないかな,[],,18,0
0x99F85,630661,28,0,あやや、だぶだぶや,[],,9,0
0x9A021,630817,85,0,ネコネに至っては、遠目には服だけが歩いているように見える,[],,28,0
0x9A078,630904,37,0,……何が言いたいのです？,[],,12,0
0x9A09F,630943,25,0,いや、何でもない,[],,8,0
0x9A0BA,630970,85,0,少々不安になってきたが、ここまできたらもう後には引けない,[],,28,0
0x9A111,631057,79,0,さすがにこれ以上は行李にも入りそうにないしな,[],,22,0
0x9A162,631138,67,0,行こう、皆。あとはなるようになれ、だ,[],,18,0
0x9A1A7,631207,28,0,ですが……あの……,[],,9,0
0x9A1C5,631237,40,0,皆さん……ここでお別れです,[],,13,0
0x9A1EF,631279,46,0,でも……わたし達と、一緒に……,[],,15,0
0x9A21F,631327,64,0,そうなのです。貴女一人でここに残ったら……,[],,21,0
0x9A261,631393,124,0,分かっております。ですが、私はホノカ様に大変なご恩を受けた身でもあります,[],,36,0
0x9A333,631603,121,0,姫殿下のことはどうかよろしくお願い致します。最後までご一緒できず申し訳ありません,[],,40,0
0x9A3AE,631726,34,0,皆さん、どうぞご無事で,[],,11,0
0x9A3D2,631762,43,0,ここまでありがとう……行くぞ,[],,14,0
0x9A3FF,631807,64,0,奮戦の末、ついにハクたちはヴライを倒した。,[],,21,0
0x9A441,631873,107,0,"混乱に乗じて帝都を脱出し、
オシュトルの故郷であるエンナカムイへ向かう。",[],,37,0
