group_key,priority,group_size,jp_type,rep_offset,rep_end,ja,ja_tpl,ja_clean,locks,kr_tpl,kr_tpl_encoded,kr_detok_from_cat,kr_detok_from_cat_encoded,has_kr
オォォォォォォォォォォォォッ！！,56,1,normal,109796,109845,オォォォォォォォォォォォォッ！！,オォォォォォォォォォォォォッ！！,オォォォォォォォォォォォォッ！！,[],오오오오오오오오오오오!!,遺遺遺遺遺遺遺遺遺遺遺!!,오오오오오오오오오오오!!,遺遺遺遺遺遺遺遺遺遺遺!!,1
ヌ……クオォォォォォォォォッ！！,56,1,normal,110413,110462,ヌ……クオォォォォォォォォッ！！,ヌ……クオォォォォォォォォッ！！,ヌ……クオォォォォォォォォッ！！,[],누……　쿠오오오오오오오오!!,援……　音遺遺遺遺遺遺遺遺!!,누……　쿠오오오오오오오오!!,援……　音遺遺遺遺遺遺遺遺!!,1
さぁ、気合いを入れて行くのです。,56,1,normal,284097,284146,さぁ、気合いを入れて行くのです。,さぁ、気合いを入れて行くのです。,さぁ、気合いを入れて行くのです。,[],"자,　기합　넣고　가는　거예요.","一,　握王　賢渦　安位　過距俄.","자,　기합　넣고　가는　거예요.","一,　握王　賢渦　安位　過距俄.",1
アトゥイ、ひとりで突っ込むなよ。,56,1,normal,284385,284434,アトゥイ、ひとりで突っ込むなよ。,アトゥイ、ひとりで突っ込むなよ。,アトゥイ、ひとりで突っ込むなよ。,[],"아투이,　혼자뗬っ낙む지　마!","違凹挨,　級一突っ込む移　維!","아투이,　혼자뗬っ낙む지　마!","違凹挨,　級一突っ込む移　維!",1
ここは私を信じて、任せるがいい。,56,1,normal,285480,285529,ここは私を信じて、任せるがいい。,ここは私を信じて、任せるがいい。,ここは私を信じて、任せるがいい。,[],"여긴　나를　믿고,　맡겨라.","各罪　詠扱　奮渦,　具及悪.","여긴　나를　믿고,　맡겨라.","各罪　詠扱　奮渦,　具及悪.",1
おごりなら、いつでもつきあうぞ。,56,1,normal,286668,286717,おごりなら、いつでもつきあうぞ。,おごりなら、いつでもつきあうぞ。,おごりなら、いつでもつきあうぞ。,[],"네가　쏜다니,　어울려　주지.","拐安　儂愛依,　羽怪闇　遠移.","네가　쏜다니,　어울려　주지.","拐安　儂愛依,　羽怪闇　遠移.",1
ありがとう。 油断はしないから。,56,1,normal,286873,286920,"ありがとう。
油断はしないから。","ありがとう。
油断はしないから。","ありがとう。
油断はしないから。",[],"고마워.
방심은　안　할게.","渦維技.
殴噛宴　貫　横映.","고마워.
방심은　안　할게.","渦維技.
殴噛宴　貫　横映.",1
うひひ♪ 面白くなってきたぇ……,56,1,normal,288387,288434,"うひひ♪
面白くなってきたぇ……","うひひ♪
面白くなってきたぇ……","うひひ♪
面白くなってきたぇ……",[],"히히♪
점점　재밌어지네……","蓋蓋♪
旧旧　化聞羽移拐……","히히♪
점점　재밌어지네……","蓋蓋♪
旧旧　化聞羽移拐……",1
承知した。 では、いざ参ろうか。,56,1,normal,298833,298880,"承知した。
では、いざ参ろうか。","承知した。
では、いざ参ろうか。","承知した。
では、いざ参ろうか。",[],"알겠다.
그럼,　가　볼까.","掬間愛.
加骨,　安　広垣.","알겠다.
그럼,　가　볼까.","掬間愛.
加骨,　安　広垣.",1
どうしたッ！ まだ足りんぞっ！！,56,1,normal,307738,307785,"どうしたッ！
まだ足りんぞっ！！","どうしたッ！
まだ足りんぞっ！！","どうしたッ！
まだ足りんぞっ！！",[],"어찌　된　거냐!
모자라다!!","羽始　画　過主!
逸一悪愛!!","어찌　된　거냐!
모자라다!!","羽始　画　過主!
逸一悪愛!!",1
やはりハク殿はマロの事を…！！,55,1,normal,51157,51203,やはりハク殿はマロの事を…！！,やはりハク殿はマロの事を…！！,やはりハク殿はマロの事を…！！,[],역시　하쿠님은　마로를…!!,脅畏　圧音攻宴　維偉扱…!!,역시　하쿠님은　마로를…!!,脅畏　圧音攻宴　維偉扱…!!,1
ひぃぃぃっ！！ 禍日神ィッ！！,55,1,normal,53618,53662,"ひぃぃぃっ！！
禍日神ィッ！！","ひぃぃぃっ！！
禍日神ィッ！！","ひぃぃぃっ！！
禍日神ィッ！！",[],"히이이!
재앙의　태양신이잇!","蓋挨挨!
化五哀　悦感縁挨昆!","히이이!
재앙의　태양신이잇!","蓋挨挨!
化五哀　悦感縁挨昆!",1
で、ですから……！ ちが……！,55,1,normal,53734,53778,"で、ですから……！
ちが……！","で、ですから……！
ちが……！","で、ですから……！
ちが……！",[],"그,　그러니까…!

아니…!","加,　加暗依垣…!

違依…!","그,　그러니까…!

아니…!","加,　加暗依垣…!

違依…!",1
バカバカ、うるせえじゃんヨ！！,55,1,normal,55215,55261,バカバカ、うるせえじゃんヨ！！,バカバカ、うるせえじゃんヨ！！,バカバカ、うるせえじゃんヨ！！,[],"바보야,　시끄럽다구!!","関永因,　畏言讃愛牙!!","바보야,　시끄럽다구!!","関永因,　畏言讃愛牙!!",1
降参なんてするわけねぇじゃん？,55,1,normal,59149,59195,降参なんてするわけねぇじゃん？,降参なんてするわけねぇじゃん？,降参なんてするわけねぇじゃん？,[],항복　할　리　없잖아?,官屋　横　以　緩芋違?,항복　할　리　없잖아?,官屋　横　以　緩芋違?,1
お前らとの腐れ縁も長かったな。,55,1,normal,61296,61342,お前らとの腐れ縁も長かったな。,お前らとの腐れ縁も長かったな。,お前らとの腐れ縁も長かったな。,[],너희와　악연도　오래됐지.,稀景穏　狂雲雨　遺吃手移.,너희와　악연도　오래됐지.,稀景穏　狂雲雨　遺吃手移.,1
し、失礼しましたであります！！,55,1,normal,64774,64820,し、失礼しましたであります！！,し、失礼しましたであります！！,し、失礼しましたであります！！,[],"시,　실례했습니다!!","畏,　含詳火隠依愛!!","시,　실례했습니다!!","畏,　含詳火隠依愛!!",1
はぁ……どうしてこうなった……,55,1,normal,65299,65345,はぁ……どうしてこうなった……,はぁ……どうしてこうなった……,はぁ……どうしてこうなった……,[],하아…　어쩌다　이렇게　됐지…,圧違…　羽乗愛　挨紹映　手移…,하아…　어쩌다　이렇게　됐지…,圧違…　羽乗愛　挨紹映　手移…,1
も、申し訳ございませぬ……！！,55,1,normal,66049,66095,も、申し訳ございませぬ……！！,も、申し訳ございませぬ……！！,も、申し訳ございませぬ……！！,[],"모,　면목이　없습니다……!!","逸,　延乙挨　緩隠依愛……!!","모,　면목이　없습니다……!!","逸,　延乙挨　緩隠依愛……!!",1
さてな？ どう思おうと勝手だ。,55,1,normal,71281,71325,"さてな？
どう思おうと勝手だ。","さてな？
どう思おうと勝手だ。","さてな？
どう思おうと勝手だ。",[],"글쎄?
뭐가됐든　네　마음이지.","顧佇?
志安手管　拐　維暇挨移.","글쎄?
뭐가됐든　네　마음이지.","顧佇?
志安手管　拐　維暇挨移.",1
危ないから、前に出過ぎるなよ！,55,1,normal,72465,72511,危ないから、前に出過ぎるなよ！,危ないから、前に出過ぎるなよ！,危ないから、前に出過ぎるなよ！,[],"위험해,　앞으로　나가지　마!","仮境井,　形園偉　詠安移　維!","위험해,　앞으로　나가지　마!","仮境井,　形園偉　詠安移　維!",1
え……？ さすがに、それは……,55,1,normal,84859,84903,"え……？
さすがに、それは……","え……？
さすがに、それは……","え……？
さすがに、それは……",[],"에……?
그래도,　그건……","綾……?
加吃雨,　加虐……","에……?
그래도,　그건……","綾……?
加吃雨,　加虐……",1
甘く見ないでほしいのです……！,55,1,normal,92927,92973,甘く見ないでほしいのです……！,甘く見ないでほしいのです……！,甘く見ないでほしいのです……！,[],얕보지　말아　줘요……!,渋永移　訓違　荒俄……!,얕보지　말아　줘요……!,渋永移　訓違　荒俄……!,1
なんだか、このヒトたちの目……,55,1,normal,98034,98080,なんだか、このヒトたちの目……,なんだか、このヒトたちの目……,なんだか、このヒトたちの目……,[],"왠지,　이　사람들　눈빛……","軋移,　挨　為串塊　欠屈……","왠지,　이　사람들　눈빛……","軋移,　挨　為串塊　欠屈……",1
ああ、なんか変な感じじゃない。,55,1,normal,98134,98180,ああ、なんか変な感じじゃない。,ああ、なんか変な感じじゃない。,ああ、なんか変な感じじゃない。,[],"아아,　뭔가　이상해.","違違,　風安　挨姐井.","아아,　뭔가　이상해.","違違,　風安　挨姐井.",1
こんなのありえないのです……！,55,1,normal,101585,101631,こんなのありえないのです……！,こんなのありえないのです……！,こんなのありえないのです……！,[],말도　안　되는　거예요……!,訓雨　貫　憶位　過距俄……!,말도　안　되는　거예요……!,訓雨　貫　憶位　過距俄……!,1
長引かせるのはマズいじゃない！,55,1,normal,106296,106342,長引かせるのはマズいじゃない！,長引かせるのはマズいじゃない！,長引かせるのはマズいじゃない！,[],질질　끌면　안　좋잖아!,記記　鶏延　貫　窟芋違!,질질　끌면　안　좋잖아!,記記　鶏延　貫　窟芋違!,1
クオン、止まったらやられるぞ！,55,1,normal,107794,107840,クオン、止まったらやられるぞ！,クオン、止まったらやられるぞ！,クオン、止まったらやられるぞ！,[],"쿠온,　멈추면　당해!","音悔,　兼開延　義井!","쿠온,　멈추면　당해!","音悔,　兼開延　義井!",1
アトゥイ！ 闇雲に突っ込むな！,55,1,normal,108172,108216,"アトゥイ！
闇雲に突っ込むな！","アトゥイ！
闇雲に突っ込むな！","アトゥイ！
闇雲に突っ込むな！",[],"아투이!
무지성　돌진하지　마!","違凹挨!
異移椅　獲円圧移　維!","아투이!
무지성　돌진하지　마!","違凹挨!
異移椅　獲円圧移　維!",1
さ、さすがはハク殿でおじゃる！,55,1,normal,282204,282250,さ、さすがはハク殿でおじゃる！,さ、さすがはハク殿でおじゃる！,さ、さすがはハク殿でおじゃる！,[],"여,　역시　하쿠님이야!","各,　脅畏　圧音攻挨因!","여,　역시　하쿠님이야!","各,　脅畏　圧音攻挨因!",1
う……まぁ、そこそこ頑張るか。,55,1,normal,283279,283325,う……まぁ、そこそこ頑張るか。,う……まぁ、そこそこ頑張るか。,う……まぁ、そこそこ頑張るか。,[],"으…　뭐,　적당히　해　볼까.","園…　志,　印義蓋　井　広垣.","으…　뭐,　적당히　해　볼까.","園…　志,　印義蓋　井　広垣.",1
いい女は、期待にこたえねばな！,55,1,normal,288515,288561,いい女は、期待にこたえねばな！,いい女は、期待にこたえねばな！,いい女は、期待にこたえねばな！,[],좋은　여자는　기대에　답하지!,窟宴　各一位　握域綾　鎮圧移!,좋은　여자는　기대에　답하지!,窟宴　各一位　握域綾　鎮圧移!,1
鎖の巫の力、とくとご覧下さい。,55,1,normal,289345,289391,鎖の巫の力、とくとご覧下さい。,鎖の巫の力、とくとご覧下さい。,鎖の巫の力、とくとご覧下さい。,[],"사슬무녀의　힘,　보여드리죠.","為銀異芸哀　狭,　永各割以少.","사슬무녀의　힘,　보여드리죠.","為銀異芸哀　狭,　永各割以少.",1
畏まりました！ 任せて下さい！,55,1,normal,306494,306538,"畏まりました！
任せて下さい！","畏まりました！
任せて下さい！","畏まりました！
任せて下さい！",[],"알겠습니다!
맡겨　주세요!","掬間隠依愛!
具及　遠禍俄!","알겠습니다!
맡겨　주세요!","掬間隠依愛!
具及　遠禍俄!",1
このコ、本当にいい子なんです,54,1,normal,44184,44227,このコ、本当にいい子なんです,このコ、本当にいい子なんです,このコ、本当にいい子なんです,[],"이　아이,　착한　아이예요","挨　違挨,　豪易　違挨距俄","이　아이,　착한　아이예요","挨　違挨,　豪易　違挨距俄",1
この道…… もしかしたら……,54,1,normal,44361,44402,"この道……
もしかしたら……","この道……
もしかしたら……","この道……
もしかしたら……",[],"이　길……
혹시……","挨　肝……
熟畏……","이　길……
혹시……","挨　肝……
熟畏……",1
この先、きっとなにかある……,54,1,normal,44520,44563,この先、きっとなにかある……,この先、きっとなにかある……,この先、きっとなにかある……,[],이　앞에　뭔가　있을거야……,挨　形綾　風安　英逢過因……,이　앞에　뭔가　있을거야……,挨　形綾　風安　英逢過因……,1
だから、なんの話じゃんよ！？,54,1,normal,61845,61888,だから、なんの話じゃんよ！？,だから、なんの話じゃんよ！？,だから、なんの話じゃんよ！？,[],"그래서,　무슨　얘기냐고!?","加吃溢,　異嬢　璧握主渦!?","그래서,　무슨　얘기냐고!?","加吃溢,　異嬢　璧握主渦!?",1
ほらぁ！ そっちに行ったぜ！,54,1,normal,68525,68566,"ほらぁ！
そっちに行ったぜ！","ほらぁ！
そっちに行ったぜ！","ほらぁ！
そっちに行ったぜ！",[],자!　저쪽으로　갔다!,一!　敢向園偉　舟愛!,자!　저쪽으로　갔다!,一!　敢向園偉　舟愛!,1
う、うわ！ 何故そうなる！？,54,1,normal,68629,68670,"う、うわ！
何故そうなる！？","う、うわ！
何故そうなる！？","う、うわ！
何故そうなる！？",[],"우,　우와!
어째서!?","員,　員穏!
羽期溢!?","우,　우와!
어째서!?","員,　員穏!
羽期溢!?",1
馬鹿な…… ありえん……！！,54,1,normal,77043,77084,"馬鹿な……
ありえん……！！","馬鹿な……
ありえん……！！","馬鹿な……
ありえん……！！",[],그런…　말도　안　돼……!!,加佐…　訓雨　貫　点……!!,그런…　말도　안　돼……!!,加佐…　訓雨　貫　点……!!,1
それにしても、この場所は……,54,1,normal,82531,82574,それにしても、この場所は……,それにしても、この場所は……,それにしても、この場所は……,[],"그런데도,　이곳은……","加佐戒雨,　挨固宴……","그런데도,　이곳은……","加佐戒雨,　挨固宴……",1
いくら何でも、大きすぎる……,54,1,normal,83413,83456,いくら何でも、大きすぎる……,いくら何でも、大きすぎる……,いくら何でも、大きすぎる……,[],아무리　봐도　너무　커……,違異以　縮雨　稀異　久……,아무리　봐도　너무　커……,違異以　縮雨　稀異　久……,1
あぁ、妙に禍々しい連中だ……,54,1,normal,95809,95852,あぁ、妙に禍々しい連中だ……,あぁ、妙に禍々しい連中だ……,あぁ、妙に禍々しい連中だ……,[],"아아,　흉흉한　녀석들……","違違,　伍伍易　芸祭塊……","아아,　흉흉한　녀석들……","違違,　伍伍易　芸祭塊……",1
悪い夢でも見てるのかな……？,54,1,normal,99134,99177,悪い夢でも見てるのかな……？,悪い夢でも見てるのかな……？,悪い夢でも見てるのかな……？,[],악몽을　꾸고　있는　건가…?,狂禁逢　辞渦　英位　虐安…?,악몽을　꾸고　있는　건가…?,狂禁逢　辞渦　英位　虐安…?,1
お腹が……お腹が痛いです……,54,1,normal,99243,99286,お腹が……お腹が痛いです……,お腹が……お腹が痛いです……,お腹が……お腹が痛いです……,[],배가……　배가　아픕니다……,戯安……　戯安　違氏依愛……,배가……　배가　아픕니다……,戯安……　戯安　違氏依愛……,1
うぅ……気持ち悪いです……！,54,1,normal,99432,99475,うぅ……気持ち悪いです……！,うぅ……気持ち悪いです……！,うぅ……気持ち悪いです……！,[],우으…　속이　안　좋아요…!,員園…　介挨　貫　窟違俄…!,우으…　속이　안　좋아요…!,員園…　介挨　貫　窟違俄…!,1
それを俺に聞かれてもなぁ……,54,1,normal,101272,101315,それを俺に聞かれてもなぁ……,それを俺に聞かれてもなぁ……,それを俺に聞かれてもなぁ……,[],그걸　나한테　물어봐도……,加嫌　詠易起　忌羽縮雨……,그걸　나한테　물어봐도……,加嫌　詠易起　忌羽縮雨……,1
間違いなく、こいつが最強だ！,54,1,normal,103567,103610,間違いなく、こいつが最強だ！,間違いなく、こいつが最強だ！,間違いなく、こいつが最強だ！,[],"확실해,　녀석이　최강이야!","願含井,　芸祭挨　碍俺挨因!","확실해,　녀석이　최강이야!","願含井,　芸祭挨　碍俺挨因!",1
……すぐに逃げ出してやるさ。,54,1,normal,103889,103932,……すぐに逃げ出してやるさ。,……すぐに逃げ出してやるさ。,……すぐに逃げ出してやるさ。,[],……금방　도망쳐　주지.,……崖殴　雨供光　遠移.,……금방　도망쳐　주지.,……崖殴　雨供光　遠移.,1
その首、ウチがもらったるぇ！,54,1,normal,104137,104180,その首、ウチがもらったるぇ！,その首、ウチがもらったるぇ！,その首、ウチがもらったるぇ！,[],네　목은　내가　가져갈게!,拐　乙宴　笠安　安玄健映!,네　목은　내가　가져갈게!,拐　乙宴　笠安　安玄健映!,1
ソノヨウナ攻撃…… キカヌ！,54,1,normal,107093,107134,"ソノヨウナ攻撃……
キカヌ！","ソノヨウナ攻撃……
キカヌ！","ソノヨウナ攻撃……
キカヌ！",[],"그런　공격　……
안통해!","加佐　引案　……
貫掛井!","그런　공격　……
안통해!","加佐　引案　……
貫掛井!",1
マサカ、オシュトル…… 汝ハ,54,1,normal,111825,111875,"マサカ、オシュトル……
汝ハ#@－－#","マサカ、オシュトル……
汝ハ{{L000}}","マサカ、オシュトル……
汝ハ","[""#@－－#""]","오슈토르……
그대는　{{L000}}","遺巨謁押……
加域位　{{L000}}","오슈토르……
그대는　#@－－#","遺巨謁押……
加域位　#@－－#",1
少しは期待にこたえないとな。,54,1,normal,283391,283434,少しは期待にこたえないとな。,少しは期待にこたえないとな。,少しは期待にこたえないとな。,[],조금은　기대에　부응해야지.,河崖宴　握域綾　噂困井因移.,조금은　기대에　부응해야지.,河崖宴　握域綾　噂困井因移.,1
うひひ♪ 一番槍もろうたぇ！,54,1,normal,284876,284917,"うひひ♪
一番槍もろうたぇ！","うひひ♪
一番槍もろうたぇ！","うひひ♪
一番槍もろうたぇ！",[],"히히♪
첫　공은　내거다!","蓋蓋♪
勲　引宴　笠過愛!","히히♪
첫　공은　내거다!","蓋蓋♪
勲　引宴　笠過愛!",1
またウコンのムチャ振りか……,54,1,normal,287354,287397,またウコンのムチャ振りか……,またウコンのムチャ振りか……,またウコンのムチャ振りか……,[],또　우콘이　무모한　짓을……,飢　員簡挨　異逸易　源逢……,또　우콘이　무모한　짓을……,飢　員簡挨　異逸易　源逢……,1
ここは私たちにお任せ下さい。,54,1,normal,288978,289021,ここは私たちにお任せ下さい。,ここは私たちにお任せ下さい。,ここは私たちにお任せ下さい。,[],여긴　맡겨　주세요.,各罪　具及　遠禍俄.,여긴　맡겨　주세요.,各罪　具及　遠禍俄.,1
主様、お怪我はありませんか？,54,1,normal,289917,289960,主様、お怪我はありませんか？,主様、お怪我はありませんか？,主様、お怪我はありませんか？,[],"주인님,　다친곳은　없나요?","遠迂攻,　愛警固宴　緩詠俄?","주인님,　다친곳은　없나요?","遠迂攻,　愛警固宴　緩詠俄?",1
先手必勝。 即時回収します。,54,1,normal,290706,290747,"先手必勝。
即時回収します。","先手必勝。
即時回収します。","先手必勝。
即時回収します。",[],"선수필승.
즉시　회수합니다.","快衣犠何.
彩畏　演衣王依愛.","선수필승.
즉시　회수합니다.","快衣犠何.
彩畏　演衣王依愛.",1
ひぃぃぃ～～～～！！！！！,53,1,normal,48821,48861,ひぃぃぃ～～～～！！！！！,ひぃぃぃ～～～～！！！！！,ひぃぃぃ～～～～！！！！！,[],히이이이~~!!!!!!!,蓋挨挨挨~~!!!!!!!,히이이이~~!!!!!!!,蓋挨挨挨~~!!!!!!!,1
コォォォォォォォォォォッ！,53,1,normal,49220,49260,コォォォォォォォォォォッ！,コォォォォォォォォォォッ！,コォォォォォォォォォォッ！,[],코오오오오오오오오오ッ!,歌遺遺遺遺遺遺遺遺遺ッ!,코오오오오오오오오오ッ!,歌遺遺遺遺遺遺遺遺遺ッ!,1
いや、自分に聞かれても……,53,1,normal,49952,49992,いや、自分に聞かれても……,いや、自分に聞かれても……,いや、自分に聞かれても……,[],나한테　물어봤자……,詠易起　忌羽重一……,나한테　물어봤자……,詠易起　忌羽重一……,1
そろそろ年貢の納め時かな？,53,1,normal,50042,50082,そろそろ年貢の納め時かな？,そろそろ年貢の納め時かな？,そろそろ年貢の納め時かな？,[],슬슬　털어놓을　때잖아?,銀銀　股羽再逢　還芋違?,슬슬　털어놓을　때잖아?,銀銀　股羽再逢　還芋違?,1
一度、死んでみるかな……？,53,1,normal,51834,51874,一度、死んでみるかな……？,一度、死んでみるかな……？,一度、死んでみるかな……？,[],한번　죽어　볼까……?,易幹　恨羽　広垣……?,한번　죽어　볼까……?,易幹　恨羽　広垣……?,1
分かりました、ハクさま……,53,1,normal,52663,52703,分かりました、ハクさま……,分かりました、ハクさま……,分かりました、ハクさま……,[],"알겠습니다,　하쿠　님……","掬間隠依愛,　圧音　攻……","알겠습니다,　하쿠　님……","掬間隠依愛,　圧音　攻……",1
まったく、面倒なことだ……,53,1,normal,54573,54613,まったく、面倒なことだ……,まったく、面倒なことだ……,まったく、面倒なことだ……,[],"정말,　귀찮은　일이군……","右訓,　牛頃宴　泳挨改……","정말,　귀찮은　일이군……","右訓,　牛頃宴　泳挨改……",1
相変わらず雑な扱いだな……,53,1,normal,56739,56779,相変わらず雑な扱いだな……,相変わらず雑な扱いだな……,相変わらず雑な扱いだな……,[],여전히　취급이　거칠어……,各鋭蓋　号格挨　過残羽……,여전히　취급이　거칠어……,各鋭蓋　号格挨　過残羽……,1
おうよ！ 頼りにしてるぜ！,53,1,normal,70104,70142,"おうよ！
頼りにしてるぜ！","おうよ！
頼りにしてるぜ！","おうよ！
頼りにしてるぜ！",[],"좋아!
기대하고　있지!","窟違!
握域圧渦　英移!","좋아!
기대하고　있지!","窟違!
握域圧渦　英移!",1
ぐはっ！ つ、強い……！！,53,1,normal,70733,70771,"ぐはっ！
つ、強い……！！","ぐはっ！
つ、強い……！！","ぐはっ！
つ、強い……！！",[],"큭!
무,　무지　강해…!!","捲!
異,　異移　俺井…!!","큭!
무,　무지　강해…!!","捲!
異,　異移　俺井…!!",1
貴様ら！ ヤマトの者か！？,53,1,normal,71176,71214,"貴様ら！
ヤマトの者か！？","貴様ら！
ヤマトの者か！？","貴様ら！
ヤマトの者か！？",[],"네놈들!
야마토　놈들이냐!","拐雇塊!
因維謁　雇塊挨主!","네놈들!
야마토　놈들이냐!","拐雇塊!
因維謁　雇塊挨主!",1
まぁ、そこで見てなって……,53,1,normal,74750,74790,まぁ、そこで見てなって……,まぁ、そこで見てなって……,まぁ、そこで見てなって……,[],"뭐,　거기서　보고　있어…","志,　過握溢　永渦　英羽…","뭐,　거기서　보고　있어…","志,　過握溢　永渦　英羽…",1
グゥッ！？ ……ハァッ！！,53,1,normal,79305,79343,"グゥッ！？
……ハァッ！！","グゥッ！？
……ハァッ！！","グゥッ！？
……ハァッ！！",[],"그으읏!?
……하앗!!","加園紙!?
……圧材!!","그으읏!?
……하앗!!","加園紙!?
……圧材!!",1
旦那、顔色が悪いじゃない？,53,1,normal,80655,80695,旦那、顔色が悪いじゃない？,旦那、顔色が悪いじゃない？,旦那、顔色が悪いじゃない？,[],"나리,　낯빛이　안좋은데?","詠以,　泰屈挨　貫窟宴戒?","나리,　낯빛이　안좋은데?","詠以,　泰屈挨　貫窟宴戒?",1
そんなこと言ってる状況か？,53,1,normal,82328,82368,そんなこと言ってる状況か？,そんなこと言ってる状況か？,そんなこと言ってる状況か？,[],지금　그럴　상황이냐?,移崖　加砂　姐既挨主?,지금　그럴　상황이냐?,移崖　加砂　姐既挨主?,1
ああっ、分かっている……！,53,1,normal,83041,83081,ああっ、分かっている……！,ああっ、分かっている……！,ああっ、分かっている……！,[],알고　있어……!,掬渦　英羽……!,알고　있어……!,掬渦　英羽……!,1
これはキリが有りませんね。,53,1,normal,84290,84330,これはキリが有りませんね。,これはキリが有りませんね。,これはキリが有りませんね。,[],이건　끝이　없겠군요.,挨虐　仰挨　緩間改俄.,이건　끝이　없겠군요.,挨虐　仰挨　緩間改俄.,1
かなりの手練れの様ですね。,53,1,normal,89070,89110,かなりの手練れの様ですね。,かなりの手練れの様ですね。,かなりの手練れの様ですね。,[],상당한　고수로　보이네요.,姐義易　渦衣偉　永挨拐俄.,상당한　고수로　보이네요.,姐義易　渦衣偉　永挨拐俄.,1
こういうの、キライやぇ……,53,1,normal,100637,100677,こういうの、キライやぇ……,こういうの、キライやぇ……,こういうの、キライやぇ……,[],이런　건　싫다구……,挨佐　虐　賂愛牙……,이런　건　싫다구……,挨佐　虐　賂愛牙……,1
大丈夫か！？ ルルティエ！,53,1,normal,104728,104766,"大丈夫か！？
ルルティエ！","大丈夫か！？
ルルティエ！","大丈夫か！？
ルルティエ！",[],"괜찮아!?
루루티에!","此頃違!?
餌餌棺綾!","괜찮아!?
루루티에!","此頃違!?
餌餌棺綾!",1
オォォォォォォォォォッ！！,53,1,normal,106920,106960,オォォォォォォォォォッ！！,オォォォォォォォォォッ！！,オォォォォォォォォォッ！！,[],오오오오오오오오오!!,遺遺遺遺遺遺遺遺遺!!,오오오오오오오오오!!,遺遺遺遺遺遺遺遺遺!!,1
駄目だ、聞こえてない……！,53,1,normal,108273,108313,駄目だ、聞こえてない……！,駄目だ、聞こえてない……！,駄目だ、聞こえてない……！,[],"안　돼,　안　들리나봐…!","貫　点,　貫　塊以詠縮…!","안　돼,　안　들리나봐…!","貫　点,　貫　塊以詠縮…!",1
いや、ぜ、全力で戦います！,53,1,normal,279247,279287,いや、ぜ、全力で戦います！,いや、ぜ、全力で戦います！,いや、ぜ、全力で戦います！,[],"아니,　저,　전력으로!","違依,　敢,　鋭威園偉!","아니,　저,　전력으로!","違依,　敢,　鋭威園偉!",1
ココポ、やりすぎないでね？,53,1,normal,280558,280598,ココポ、やりすぎないでね？,ココポ、やりすぎないでね？,ココポ、やりすぎないでね？,[],"코코포,　심하게는　마.","歌歌海,　噛圧映位　維.","코코포,　심하게는　마.","歌歌海,　噛圧映位　維.",1
よし、ここは私の出番だな！,53,1,normal,281777,281817,よし、ここは私の出番だな！,よし、ここは私の出番だな！,よし、ここは私の出番だな！,[],"좋아,　이제　내　차례군!","窟違,　挨応　笠　虚詳改!","좋아,　이제　내　차례군!","窟違,　挨応　笠　虚詳改!",1
頼むから静かにしてくれ……,53,1,normal,284762,284802,頼むから静かにしてくれ……,頼むから静かにしてくれ……,頼むから静かにしてくれ……,[],제발　좀　조용히……,応黄　死　河隔蓋……,제발　좀　조용히……,応黄　死　河隔蓋……,1
それじゃあ、達も行こっか,52,1,normal,44049,44104,それじゃあ、<私:わたくし>達も行こっか,それじゃあ、{{L000}}達も行こっか,それじゃあ、達も行こっか,"[""<私:わたくし>""]","그럼,　{{L000}}들도　가자.","加骨,　{{L000}}塊雨　安一.","그럼,　<괘:わたくし>들도　가자.","加骨,　<私:わたくし>塊雨　安一.",1
本当に……大丈夫なのか？,52,1,normal,44911,44948,本当に……大丈夫なのか？,本当に……大丈夫なのか？,本当に……大丈夫なのか？,[],정말……　괜찮은　거야?,右訓……　此頃宴　過因?,정말……　괜찮은　거야?,右訓……　此頃宴　過因?,1
うぅ……お、お腹がぁ～…,52,1,normal,56304,56341,うぅ……お、お腹がぁ～…,うぅ……お、お腹がぁ～…,うぅ……お、お腹がぁ～…,[],"으으…　배,　배가아~…","園園…　戯,　戯安違~…","으으…　배,　배가아~…","園園…　戯,　戯安違~…",1
返り討ちにしてやんよ！！,52,1,normal,59240,59277,返り討ちにしてやんよ！！,返り討ちにしてやんよ！！,返り討ちにしてやんよ！！,[],되레　혼쭐내　주겠어!!,憶嫁　級鰹笠　遠間羽!!,되레　혼쭐내　주겠어!!,憶嫁　級鰹笠　遠間羽!!,1
うおっ！？ あぶねぇ！！,52,1,normal,67799,67834,"うおっ！？
あぶねぇ！！","うおっ！？
あぶねぇ！！","うおっ！？
あぶねぇ！！",[],"우왓!?
위험했잖아!!","員躙!?
仮境火芋違!!","우왓!?
위험했잖아!!","員躙!?
仮境火芋違!!",1
反応、違いすぎねぇ……？,52,1,normal,72961,72998,反応、違いすぎねぇ……？,反応、違いすぎねぇ……？,反応、違いすぎねぇ……？,[],"반응,　너무　다른데…?","欺困,　稀異　愛脚戒…?","반응,　너무　다른데…?","欺困,　稀異　愛脚戒…?",1
ハク、気をつけて！ 前！,52,1,normal,82645,82682,ハク、気をつけて！　前！,ハク、気をつけて！　前！,ハク、気をつけて！　前！,[],"하쿠,　조심해!　앞!","圧音,　河噛井!　形!","하쿠,　조심해!　앞!","圧音,　河噛井!　形!",1
